counterparty,description,action,time,base_currency,reporting_dispute_amount,dispute_age,dispute_amount,agreement_id,event_id,rescued_data,reporting_date
CENTRAL 1 CREDIT UNION,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,360000.0,1,360000.0,7242,369825,,2026-06-03
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-07-01 09:30:00,USD,624000.0,3,624000.0,2992,368972,,2026-07-01
BANK OF NOVA SCOTIA,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,794000.0,3,794000.0,5658,379354,,2026-06-03
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,428000.0,1,428000.0,4569,542650,,2026-07-01
BANCO HABITAT,Recon break,Resolved,2026-06-10 09:30:00,USD,345000.0,15,345000.0,3341,395513,,2026-06-10
BIMCOR INC,Late notice,Under Investigation,2026-06-17 09:30:00,USD,542000.0,8,542000.0,2635,378603,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Under Investigation,2026-06-10 09:30:00,USD,354000.0,8,354000.0,9716,397005,,2026-06-10
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,198000.0,8,198000.0,9137,355607,,2026-06-17
CITIBANK NA,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,673000.0,15,673000.0,7848,354236,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-24 09:30:00,USD,806000.0,1,806000.0,5436,370642,,2026-06-24
BIMCOR INC,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,105000.0,3,105000.0,3928,340872,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-07-01 09:30:00,USD,224000.0,5,224000.0,4964,377803,,2026-07-01
CITIBANK NA,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,386000.0,15,386000.0,4971,364344,,2026-07-01
BANK OF NOVA SCOTIA,Recon break,Pending Review,2026-06-17 09:30:00,USD,108000.0,5,108000.0,3503,343976,,2026-06-17
CENTRAL 1 CREDIT UNION,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,230000.0,1,230000.0,3827,351654,,2026-06-03
BIMCOR INC,Recon break,Pending Review,2026-06-17 09:30:00,USD,506000.0,5,506000.0,7038,384480,,2026-06-17
BANK OF NOVA SCOTIA,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,8000.0,1,8000.0,3393,351829,,2026-07-01
DEUTSCHE BANK A.G.,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,819000.0,3,819000.0,4537,384428,,2026-06-03
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,118000.0,15,118000.0,3979,388645,,2026-06-03
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,462000.0,15,462000.0,9058,378462,,2026-06-24
BIMCOR INC,Recon break,Under Investigation,2026-07-01 09:30:00,USD,711000.0,15,711000.0,5067,340226,,2026-07-01
CITIBANK NA,Late notice,Under Investigation,2026-06-10 09:30:00,USD,288000.0,15,288000.0,4240,363707,,2026-06-10
CITIBANK NA,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,383000.0,1,383000.0,1071,372927,,2026-07-01
DEUTSCHE BANK A.G.,Recon break,Under Investigation,2026-06-24 09:30:00,USD,851000.0,1,851000.0,3352,352945,,2026-06-24
DEUTSCHE BANK A.G.,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,442000.0,1,442000.0,4518,399033,,2026-06-03
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,882000.0,15,882000.0,6915,359963,,2026-06-24
BANK OF NOVA SCOTIA,Late notice,Pending Review,2026-06-17 09:30:00,USD,639000.0,1,639000.0,1548,353500,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-06-24 09:30:00,USD,243000.0,15,243000.0,8426,377962,,2026-06-24
CENTRAL 1 CREDIT UNION,Recon break,Under Investigation,2026-06-24 09:30:00,USD,766000.0,15,766000.0,1839,380706,,2026-06-24
DEUTSCHE BANK A.G.,Recon break,Resolved,2026-06-10 09:30:00,USD,743000.0,8,743000.0,2131,374128,,2026-06-10
BANCO HABITAT,Recon break,Resolved,2026-07-01 09:30:00,USD,123000.0,3,123000.0,9878,372545,,2026-07-01
SWISS LIFE AG,Late notice,Pending Review,2026-07-01 09:30:00,USD,447000.0,5,447000.0,3128,384275,,2026-07-01
CITIBANK NA,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,839000.0,1,839000.0,3928,383899,,2026-06-24
SWISS LIFE AG,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,360000.0,3,360000.0,5341,372997,,2026-06-03
BANCO HABITAT,Valuation dispute,Resolved,2026-06-24 09:30:00,USD,338000.0,1,338000.0,4581,376609,,2026-06-24
CITIBANK NA,Recon break,Pending Review,2026-07-01 09:30:00,USD,180000.0,15,180000.0,7711,341861,,2026-07-01
INVESTEC BANK LIMITED,Recon break,Resolved,2026-06-03 09:30:00,USD,537000.0,3,537000.0,3286,345591,,2026-06-03
DEUTSCHE BANK A.G.,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,250000.0,8,250000.0,5203,392042,,2026-07-01
CITIBANK NA,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,756000.0,15,756000.0,6132,346742,,2026-06-10
MORGAN STANLEY INTL,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,863000.0,8,863000.0,7711,395272,,2026-06-17
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,384000.0,15,384000.0,8456,361518,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-06-10 09:30:00,USD,219000.0,3,219000.0,3798,344209,,2026-06-10
CENTRAL 1 CREDIT UNION,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,412000.0,1,412000.0,7714,388808,,2026-06-03
SWISS LIFE AG,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,568000.0,5,568000.0,3266,362258,,2026-07-01
CITIBANK NA,Recon break,Resolved,2026-06-03 09:30:00,USD,579000.0,1,579000.0,3287,346741,,2026-06-03
MORGAN STANLEY INTL,Recon break,Under Investigation,2026-06-17 09:30:00,USD,776000.0,1,776000.0,7806,369715,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,692000.0,3,692000.0,7862,396440,,2026-06-03
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-10 09:30:00,USD,587000.0,8,587000.0,5348,340932,,2026-06-10
DEUTSCHE BANK A.G.,Late notice,Pending Review,2026-06-17 09:30:00,USD,749000.0,15,749000.0,4532,352655,,2026-06-17
INVESTEC BANK LIMITED,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,882000.0,8,882000.0,5610,349909,,2026-07-01
SWISS LIFE AG,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,339000.0,1,339000.0,8314,388799,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-17 09:30:00,USD,832000.0,8,832000.0,8242,383441,,2026-06-17
SWISS LIFE AG,Recon break,Under Investigation,2026-06-24 09:30:00,USD,287000.0,3,287000.0,8492,363760,,2026-06-24
DEUTSCHE BANK A.G.,Late notice,Resolved,2026-07-01 09:30:00,USD,873000.0,1,873000.0,4375,582854,,2026-07-01
SWISS LIFE AG,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,636000.0,3,636000.0,6801,381796,,2026-06-24
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,439000.0,8,439000.0,2138,356653,,2026-06-10
BIMCOR INC,Late notice,Pending Review,2026-06-17 09:30:00,USD,356000.0,1,356000.0,8969,381642,,2026-06-17
CITIBANK NA,Recon break,Pending Review,2026-07-01 09:30:00,USD,339000.0,8,339000.0,8795,365994,,2026-07-01
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,899000.0,5,899000.0,2641,371366,,2026-06-10
MORGAN STANLEY INTL,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,157000.0,3,157000.0,8098,373766,,2026-06-17
BANCO HABITAT,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,732000.0,8,732000.0,6076,388214,,2026-06-03
CITIBANK NA,Late notice,Resolved,2026-06-24 09:30:00,USD,521000.0,8,521000.0,5743,355051,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-24 09:30:00,USD,219000.0,3,219000.0,7003,373262,,2026-06-24
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,276000.0,5,276000.0,1996,391370,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Pending Review,2026-06-10 09:30:00,USD,146000.0,5,146000.0,2672,394081,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,698000.0,15,698000.0,3070,385058,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,150000.0,1,150000.0,9982,367873,,2026-06-17
DEUTSCHE BANK A.G.,Recon break,Pending Review,2026-06-17 09:30:00,USD,600000.0,8,600000.0,7523,347735,,2026-06-17
MORGAN STANLEY INTL,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,41000.0,5,41000.0,7585,395528,,2026-07-01
SWISS LIFE AG,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,177000.0,5,177000.0,5689,384930,,2026-06-03
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,626000.0,1,626000.0,6623,360822,,2026-06-10
BANK OF NOVA SCOTIA,MTM discrepancy,Resolved,2026-06-10 09:30:00,USD,488000.0,5,488000.0,1074,384513,,2026-06-10
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-03 09:30:00,USD,580000.0,5,580000.0,6256,575575,,2026-06-03
BANCO HABITAT,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,73000.0,5,73000.0,6408,375602,,2026-06-24
SWISS LIFE AG,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,123000.0,3,123000.0,8327,351355,,2026-06-17
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-07-01 09:30:00,USD,259000.0,5,259000.0,9413,356373,,2026-07-01
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-10 09:30:00,USD,70000.0,3,70000.0,4805,352492,,2026-06-10
SWISS LIFE AG,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,433000.0,15,433000.0,4758,366479,,2026-06-24
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-17 09:30:00,USD,678000.0,1,678000.0,5534,362790,,2026-06-17
BANCO HABITAT,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,447000.0,15,447000.0,5719,398057,,2026-06-03
CENTRAL 1 CREDIT UNION,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,848000.0,1,848000.0,9110,369771,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Pending Review,2026-07-01 09:30:00,USD,129000.0,8,129000.0,7555,349953,,2026-07-01
MORGAN STANLEY INTL,Recon break,Under Investigation,2026-06-10 09:30:00,USD,218000.0,3,218000.0,1918,395435,,2026-06-10
BANCO HABITAT,Recon break,Resolved,2026-06-24 09:30:00,USD,408000.0,8,408000.0,7168,388071,,2026-06-24
CITIBANK NA,Recon break,Under Investigation,2026-07-01 09:30:00,USD,674000.0,8,674000.0,8511,359100,,2026-07-01
BANCO HABITAT,Valuation dispute,Resolved,2026-06-10 09:30:00,USD,418000.0,5,418000.0,4888,364612,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Under Investigation,2026-07-01 09:30:00,USD,52000.0,5,52000.0,3357,372872,,2026-07-01
CITIBANK NA,Recon break,Pending Review,2026-06-17 09:30:00,USD,466000.0,3,466000.0,3350,360475,,2026-06-17
DEUTSCHE BANK A.G.,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,521000.0,3,521000.0,8726,379912,,2026-07-01
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,57000.0,3,57000.0,2560,390958,,2026-06-03
CENTRAL 1 CREDIT UNION,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,213000.0,15,213000.0,4783,386776,,2026-07-01
BANCO HABITAT,Late notice,Resolved,2026-06-17 09:30:00,USD,719000.0,5,719000.0,2988,398249,,2026-06-17
MORGAN STANLEY INTL,Recon break,Pending Review,2026-06-10 09:30:00,USD,668000.0,15,668000.0,5853,396013,,2026-06-10
CITIBANK NA,Recon break,Pending Review,2026-06-10 09:30:00,USD,558000.0,15,558000.0,8081,343285,,2026-06-10
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,22000.0,5,22000.0,6077,371402,,2026-07-01
BIMCOR INC,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,187000.0,1,187000.0,7256,389007,,2026-06-24
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-10 09:30:00,USD,639000.0,1,639000.0,4882,347370,,2026-06-10
INVESTEC BANK LIMITED,Late notice,Resolved,2026-06-17 09:30:00,USD,639000.0,15,639000.0,9243,365062,,2026-06-17
MORGAN STANLEY INTL,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,725000.0,3,725000.0,8557,539356,,2026-06-03
BIMCOR INC,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,268000.0,8,268000.0,6773,346852,,2026-07-01
CENTRAL 1 CREDIT UNION,Late notice,Resolved,2026-06-03 09:30:00,USD,165000.0,3,165000.0,1623,370161,,2026-06-03
SWISS LIFE AG,Late notice,Under Investigation,2026-06-24 09:30:00,USD,826000.0,1,826000.0,1570,350791,,2026-06-24
SWISS LIFE AG,MTM discrepancy,Pending Review,2026-06-10 09:30:00,USD,345000.0,5,345000.0,8803,370787,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Recon break,Resolved,2026-06-17 09:30:00,USD,21000.0,3,21000.0,2870,350523,,2026-06-17
DEUTSCHE BANK A.G.,MTM discrepancy,Pending Review,2026-06-24 09:30:00,USD,506000.0,1,506000.0,9930,367084,,2026-06-24
BANCO HABITAT,Recon break,Under Investigation,2026-07-01 09:30:00,USD,840000.0,1,840000.0,8136,376745,,2026-07-01
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-17 09:30:00,USD,461000.0,1,461000.0,2044,372179,,2026-06-17
CITIBANK NA,Recon break,Pending Review,2026-06-17 09:30:00,USD,456000.0,15,456000.0,6042,381898,,2026-06-17
BIMCOR INC,Recon break,Pending Review,2026-06-24 09:30:00,USD,239000.0,15,239000.0,5213,354505,,2026-06-24
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-06-03 09:30:00,USD,132000.0,1,132000.0,9891,386007,,2026-06-03
CENTRAL 1 CREDIT UNION,Recon break,Resolved,2026-06-17 09:30:00,USD,414000.0,8,414000.0,2319,389589,,2026-06-17
CITIBANK NA,Recon break,Under Investigation,2026-07-01 09:30:00,USD,232000.0,1,232000.0,3079,354824,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,131000.0,8,131000.0,6589,393462,,2026-06-17
INVESTEC BANK LIMITED,Recon break,Pending Review,2026-07-01 09:30:00,USD,264000.0,15,264000.0,7544,379564,,2026-07-01
INVESTEC BANK LIMITED,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,140000.0,15,140000.0,4834,361339,,2026-06-03
DEUTSCHE BANK A.G.,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,620000.0,1,620000.0,5769,383468,,2026-06-17
BANCO HABITAT,Recon break,Resolved,2026-06-24 09:30:00,USD,12000.0,3,12000.0,9401,343491,,2026-06-24
CENTRAL 1 CREDIT UNION,Recon break,Under Investigation,2026-06-10 09:30:00,USD,227000.0,3,227000.0,6867,397898,,2026-06-10
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Resolved,2026-07-01 09:30:00,USD,577000.0,15,577000.0,7621,342736,,2026-07-01
BIMCOR INC,Late notice,Under Investigation,2026-06-03 09:30:00,USD,464000.0,15,464000.0,2474,347646,,2026-06-03
CITIBANK NA,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,444000.0,15,444000.0,8974,346852,,2026-07-01
INVESTEC BANK LIMITED,Valuation dispute,Under Investigation,2026-06-17 09:30:00,USD,13000.0,8,13000.0,1444,359932,,2026-06-17
CITIBANK NA,Recon break,Resolved,2026-07-01 09:30:00,USD,851000.0,3,851000.0,7240,340457,,2026-07-01
BANCO HABITAT,Recon break,Under Investigation,2026-06-24 09:30:00,USD,97000.0,3,97000.0,2366,360570,,2026-06-24
BANCO HABITAT,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,317000.0,15,317000.0,5134,360982,,2026-06-24
SWISS LIFE AG,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,604000.0,15,604000.0,8657,568202,,2026-06-24
CENTRAL 1 CREDIT UNION,Recon break,Pending Review,2026-06-17 09:30:00,USD,783000.0,1,783000.0,2789,362436,,2026-06-17
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-10 09:30:00,USD,633000.0,1,633000.0,5238,386578,,2026-06-10
BIMCOR INC,MTM discrepancy,Resolved,2026-06-24 09:30:00,USD,340000.0,15,340000.0,3644,343703,,2026-06-24
SWISS LIFE AG,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,894000.0,8,894000.0,8747,546428,,2026-06-17
WELLINGTON GLOBAL EQUITY FUND 28R5,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,237000.0,15,237000.0,8674,364785,,2026-07-01
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-17 09:30:00,USD,542000.0,5,542000.0,9883,399817,,2026-06-17
CITIBANK NA,MTM discrepancy,Under Investigation,2026-06-17 09:30:00,USD,359000.0,1,359000.0,6507,360313,,2026-06-17
CITIBANK NA,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,679000.0,15,679000.0,9489,385628,,2026-06-03
CENTRAL 1 CREDIT UNION,Late notice,Under Investigation,2026-06-10 09:30:00,USD,251000.0,15,251000.0,7072,340744,,2026-06-10
DEUTSCHE BANK A.G.,Recon break,Resolved,2026-06-17 09:30:00,USD,512000.0,3,512000.0,4248,368484,,2026-06-17
BANCO HABITAT,Valuation dispute,Pending Review,2026-06-03 09:30:00,USD,573000.0,15,573000.0,2261,393190,,2026-06-03
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-10 09:30:00,USD,365000.0,8,365000.0,9366,384686,,2026-06-10
INVESTEC BANK LIMITED,Recon break,Resolved,2026-06-10 09:30:00,USD,775000.0,5,775000.0,5777,371012,,2026-06-10
BIMCOR INC,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,801000.0,15,801000.0,9229,357752,,2026-06-03
CENTRAL 1 CREDIT UNION,MTM discrepancy,Under Investigation,2026-06-24 09:30:00,USD,595000.0,3,595000.0,7173,378850,,2026-06-24
SWISS LIFE AG,Recon break,Resolved,2026-06-10 09:30:00,USD,558000.0,5,558000.0,6427,379332,,2026-06-10
SWISS LIFE AG,Recon break,Under Investigation,2026-06-17 09:30:00,USD,204000.0,8,204000.0,6344,385461,,2026-06-17
SWISS LIFE AG,Late notice,Under Investigation,2026-06-10 09:30:00,USD,682000.0,1,682000.0,5998,396847,,2026-06-10
DEUTSCHE BANK A.G.,MTM discrepancy,Pending Review,2026-06-03 09:30:00,USD,552000.0,8,552000.0,1028,385245,,2026-06-03
CITIBANK NA,MTM discrepancy,Resolved,2026-06-03 09:30:00,USD,195000.0,3,195000.0,8236,397885,,2026-06-03
MORGAN STANLEY INTL,Late notice,Resolved,2026-06-10 09:30:00,USD,198000.0,15,198000.0,2314,354849,,2026-06-10
BIMCOR INC,Late notice,Resolved,2026-07-01 09:30:00,USD,855000.0,1,855000.0,6673,505380,,2026-07-01
BIMCOR INC,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,745000.0,3,745000.0,7497,353520,,2026-07-01
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,230000.0,1,230000.0,3158,560598,,2026-06-10
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-07-01 09:30:00,USD,72000.0,8,72000.0,2063,543638,,2026-07-01
SWISS LIFE AG,Late notice,Pending Review,2026-06-17 09:30:00,USD,67000.0,1,67000.0,7489,368652,,2026-06-17
BANCO HABITAT,Valuation dispute,Resolved,2026-06-17 09:30:00,USD,167000.0,8,167000.0,6010,543380,,2026-06-17
CITIBANK NA,Late notice,Under Investigation,2026-07-01 09:30:00,USD,831000.0,1,831000.0,2889,364218,,2026-07-01
BANK OF NOVA SCOTIA,Late notice,Under Investigation,2026-07-01 09:30:00,USD,796000.0,5,796000.0,2065,382486,,2026-07-01
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-24 09:30:00,USD,234000.0,5,234000.0,9276,350587,,2026-06-24
BIMCOR INC,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,603000.0,8,603000.0,6478,384686,,2026-06-17
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-03 09:30:00,USD,95000.0,1,95000.0,1747,377553,,2026-06-03
SWISS LIFE AG,Late notice,Under Investigation,2026-06-10 09:30:00,USD,597000.0,5,597000.0,6520,392380,,2026-06-10
CITIBANK NA,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,603000.0,1,603000.0,6397,368247,,2026-06-24
BANCO HABITAT,Recon break,Resolved,2026-06-10 09:30:00,USD,531000.0,8,531000.0,9126,358530,,2026-06-10
SWISS LIFE AG,MTM discrepancy,Resolved,2026-06-17 09:30:00,USD,55000.0,1,55000.0,9064,366949,,2026-06-17
BANK OF NOVA SCOTIA,Valuation dispute,Pending Review,2026-06-10 09:30:00,USD,756000.0,3,756000.0,2154,368409,,2026-06-10
BANK OF NOVA SCOTIA,Valuation dispute,Under Investigation,2026-07-01 09:30:00,USD,742000.0,3,742000.0,5514,343578,,2026-07-01
CITIBANK NA,MTM discrepancy,Pending Review,2026-06-17 09:30:00,USD,114000.0,8,114000.0,3521,367729,,2026-06-17
CENTRAL 1 CREDIT UNION,MTM discrepancy,Resolved,2026-07-01 09:30:00,USD,205000.0,15,205000.0,8366,380383,,2026-07-01
BIMCOR INC,Recon break,Resolved,2026-06-17 09:30:00,USD,49000.0,15,49000.0,3761,365490,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Pending Review,2026-06-10 09:30:00,USD,719000.0,1,719000.0,9794,368437,,2026-06-10
INVESTEC BANK LIMITED,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,258000.0,1,258000.0,8175,340934,,2026-07-01
INVESTEC BANK LIMITED,Valuation dispute,Resolved,2026-06-10 09:30:00,USD,34000.0,3,34000.0,5298,352219,,2026-06-10
MORGAN STANLEY INTL,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,159000.0,1,159000.0,1150,341857,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Late notice,Pending Review,2026-06-10 09:30:00,USD,428000.0,1,428000.0,5566,358589,,2026-06-10
SWISS LIFE AG,Recon break,Under Investigation,2026-07-01 09:30:00,USD,663000.0,1,663000.0,9522,372206,,2026-07-01
MORGAN STANLEY INTL,Recon break,Under Investigation,2026-06-03 09:30:00,USD,793000.0,8,793000.0,5440,362198,,2026-06-03
SWISS LIFE AG,Late notice,Under Investigation,2026-07-01 09:30:00,USD,235000.0,15,235000.0,6538,345197,,2026-07-01
DEUTSCHE BANK A.G.,Valuation dispute,Resolved,2026-07-01 09:30:00,USD,816000.0,15,816000.0,6828,364295,,2026-07-01
BANK OF NOVA SCOTIA,Recon break,Resolved,2026-06-24 09:30:00,USD,294000.0,5,294000.0,5028,396316,,2026-06-24
BANK OF NOVA SCOTIA,MTM discrepancy,Under Investigation,2026-07-01 09:30:00,USD,100000.0,5,100000.0,3978,396649,,2026-07-01
WELLINGTON GLOBAL EQUITY FUND 28R5,Valuation dispute,Resolved,2026-06-03 09:30:00,USD,618000.0,15,618000.0,1367,393950,,2026-06-03
BANCO HABITAT,Late notice,Resolved,2026-07-01 09:30:00,USD,89000.0,15,89000.0,3109,350659,,2026-07-01
SWISS LIFE AG,Recon break,Pending Review,2026-06-17 09:30:00,USD,577000.0,3,577000.0,1608,364449,,2026-06-17
INVESTEC BANK LIMITED,Late notice,Under Investigation,2026-06-24 09:30:00,USD,799000.0,3,799000.0,9421,377497,,2026-06-24
CITIBANK NA,MTM discrepancy,Pending Review,2026-07-01 09:30:00,USD,821000.0,1,821000.0,6203,369655,,2026-07-01
MORGAN STANLEY INTL,Recon break,Resolved,2026-06-17 09:30:00,USD,433000.0,15,433000.0,4814,392560,,2026-06-17
CENTRAL 1 CREDIT UNION,Late notice,Under Investigation,2026-06-17 09:30:00,USD,173000.0,8,173000.0,8421,392062,,2026-06-17
BANCO HABITAT,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,259000.0,1,259000.0,6124,368726,,2026-07-01
CITIBANK NA,Late notice,Pending Review,2026-06-03 09:30:00,USD,146000.0,5,146000.0,7304,384995,,2026-06-03
CITIBANK NA,Late notice,Pending Review,2026-06-24 09:30:00,USD,546000.0,5,546000.0,6748,348740,,2026-06-24
MORGAN STANLEY INTL,Late notice,Pending Review,2026-06-24 09:30:00,USD,27000.0,1,27000.0,7947,359129,,2026-06-24
INVESTEC BANK LIMITED,Late notice,Pending Review,2026-06-03 09:30:00,USD,329000.0,5,329000.0,7947,556945,,2026-06-03
SWISS LIFE AG,Valuation dispute,Under Investigation,2026-06-24 09:30:00,USD,668000.0,8,668000.0,7486,353629,,2026-06-24
CITIBANK NA,Valuation dispute,Pending Review,2026-06-24 09:30:00,USD,670000.0,8,670000.0,2197,341986,,2026-06-24
BIMCOR INC,Recon break,Under Investigation,2026-06-24 09:30:00,USD,799000.0,1,799000.0,1525,383103,,2026-06-24
SWISS LIFE AG,Valuation dispute,Pending Review,2026-07-01 09:30:00,USD,273000.0,5,273000.0,9026,353916,,2026-07-01
