parent_id,petrid,org_lei,parent_lei,parent_name,internal_rating,internal_flag,rescued_data,reporting_date
IJFA,600557,,5493087525856944,SYNTH FUND IJFA,,N,,2026-06-17
EKHU,600558,5493021387512879,5493043792250823,SYNTH FUND EKHU,2B,Y,,2026-06-17
VPGN,600559,5493000286807520,5493069219217970,SYNTH FUND VPGN,1A,N,,2026-06-17
MNGD,600560,5493022746209326,5493073689035777,SYNTH FUND MNGD,3A,N,,2026-06-17
XFRD,600561,5493065841978787,5493086465049234,SYNTH FUND XFRD,1B,N,,2026-06-17
BUUY,600562,5493003306065364,5493018455037966,SYNTH FUND BUUY,2B,N,,2026-06-17
NDBZ,600563,5493038077175499,5493077078434073,SYNTH FUND NDBZ,1A,N,,2026-06-17
LBRZ,600564,5493079520894758,5493029521805110,SYNTH FUND LBRZ,2B,N,,2026-06-17
DVOX,600565,5493091220607400,5493034783377272,SYNTH FUND DVOX,2A,N,,2026-06-17
OKHN,600566,5493030353560726,5493055716473679,SYNTH FUND OKHN,2A,Y,,2026-06-17
MZGD,600567,5493045587465407,5493051353713091,SYNTH FUND MZGD,2A,N,,2026-06-17
VCHF,600568,5493087141512980,5493053131906189,SYNTH FUND VCHF,3A,N,,2026-06-17
PIKB,600569,5493052861399055,5493027942706690,SYNTH FUND PIKB,2A,Y,,2026-06-17
KMCW,600570,5493016728470988,5493041890210349,SYNTH FUND KMCW,2A,N,,2026-06-17
YZXX,600571,5493003920797095,5493063346951092,SYNTH FUND YZXX,2B,N,,2026-06-17
HMPU,600572,5493084371923474,5493028526424120,SYNTH FUND HMPU,,Y,,2026-06-17
LSIH,600573,5493075222993476,5493024747949181,SYNTH FUND LSIH,2B,N,,2026-06-17
TNMI,600574,5493089570332339,5493094353717454,SYNTH FUND TNMI,1A,N,,2026-06-17
JKXU,600575,5493079847156445,5493019869908391,SYNTH FUND JKXU,1B,N,,2026-06-17
FUSZ,600576,5493099671627093,5493075848328979,SYNTH FUND FUSZ,3A,N,,2026-06-17
YHFY,600577,5493027507293362,5493087015183164,SYNTH FUND YHFY,1A,N,,2026-06-17
GEQY,600578,5493044381403694,5493083659395611,SYNTH FUND GEQY,2A,Y,,2026-06-17
OMRC,600579,5493061750002770,5493080897985777,SYNTH FUND OMRC,2A,Y,,2026-06-17
XAOR,600580,5493049068263437,5493004425832379,SYNTH FUND XAOR,,Y,,2026-06-17
UCGL,600581,5493042004526604,5493035494020823,SYNTH FUND UCGL,1B,N,,2026-06-17
XZGD,600582,5493067748676406,5493096498368091,SYNTH FUND XZGD,1B,Y,,2026-06-17
GGWI,600583,5493042504181848,5493076341576770,SYNTH FUND GGWI,2B,Y,,2026-06-17
QEDJ,600584,5493031685078727,,SYNTH FUND QEDJ,2A,Y,,2026-06-17
JUIB,600585,5493030993955485,5493069151712582,SYNTH FUND JUIB,1A,Y,,2026-06-17
BWXN,600586,5493085356629690,5493026505530440,SYNTH FUND BWXN,1A,Y,,2026-06-17
ALDW,600587,5493090020240019,5493073378905390,SYNTH FUND ALDW,,N,,2026-06-17
EAJW,600588,5493053935216286,5493068007899048,SYNTH FUND EAJW,2B,N,,2026-06-17
OODR,600589,5493065626171685,5493045612736646,SYNTH FUND OODR,3A,Y,,2026-06-17
BCCU,600101,549300XXHOD8SXSZKY72,549300XXHOD8SXSZKY72,CENTRAL 1 CREDIT UNION,1C,Y,,2026-06-24
INBL,600102,549300RH5FFHO48FXT69,549300RH5FFHO48FXT69,INVESTEC BANK LIMITED,2A,Y,,2026-06-24
BANH,600103,B6ARUI4946ST4S7WOU88,B6ARUI4946ST4S7WOU88,BANCO HABITAT,2B,Y,,2026-06-24
WH17,600104,,,WELLINGTON GLOBAL EQUITY FUND 28R5,3A,N,,2026-06-24
SWCD,600105,529900ZM2M8QF6PZDD34,529900ZM2M8QF6PZDD34,SWISS LIFE AG,1B,N,,2026-06-24
BNSC,600106,L3I9ZG2KFGXZ61BMYR72,L3I9ZG2KFGXZ61BMYR72,BANK OF NOVA SCOTIA,1A,Y,,2026-06-24
DBFR,600107,7LTWFZYICNSX8D621K86,7LTWFZYICNSX8D621K86,DEUTSCHE BANK A.G.,2A,Y,,2026-06-24
CITI,600108,E57ODZWZ7FF32TWEFA76,E57ODZWZ7FF32TWEFA76,CITIBANK NA,1B,Y,,2026-06-24
MSIL,600109,4PQUHN3JPFGFNF3BB653,4PQUHN3JPFGFNF3BB653,MORGAN STANLEY INTL,2A,N,,2026-06-24
BIMC,600110,,,BIMCOR INC,3B,N,,2026-06-24
ZUWS,600200,5493035911594776,5493040262800434,SYNTH FUND ZUWS,2A,Y,,2026-06-24
IDNU,600201,5493010890078627,5493087472291775,SYNTH FUND IDNU,3A,N,,2026-06-24
MBHH,600202,5493055917317552,5493042764560012,SYNTH FUND MBHH,2B,Y,,2026-06-24
BDOD,600203,5493046840227404,5493071979681901,SYNTH FUND BDOD,1B,N,,2026-06-24
VJHZ,600204,5493003741338506,5493092928610866,SYNTH FUND VJHZ,1A,N,,2026-06-24
YRQP,600205,5493010863382108,5493005299407456,SYNTH FUND YRQP,1A,N,,2026-06-24
CUAJ,600206,5493004753341217,5493046227154886,SYNTH FUND CUAJ,3A,Y,,2026-06-24
JVLF,600207,5493016566894877,5493019112788679,SYNTH FUND JVLF,3A,N,,2026-06-24
VLZY,600208,5493073511403908,5493013510364495,SYNTH FUND VLZY,2B,Y,,2026-06-24
ZQTB,600209,5493030607516179,5493078672502104,SYNTH FUND ZQTB,2B,Y,,2026-06-24
LYBQ,600210,5493099198742569,5493053220725274,SYNTH FUND LYBQ,3A,N,,2026-06-24
ZSNI,600211,5493019565083826,5493000468500267,SYNTH FUND ZSNI,,Y,,2026-06-24
UERH,600212,5493013933982630,5493044470594294,SYNTH FUND UERH,3A,N,,2026-06-24
BAJG,600213,5493091755264933,5493092283473928,SYNTH FUND BAJG,,N,,2026-06-24
IWGM,600214,5493000950899250,5493036018228355,SYNTH FUND IWGM,2A,N,,2026-06-24
TFXC,600215,5493083778509493,5493052307472260,SYNTH FUND TFXC,1A,Y,,2026-06-24
KVHF,600216,5493081885755216,5493018453867023,SYNTH FUND KVHF,2B,N,,2026-06-24
SOEK,600217,5493020717150341,5493004519214836,SYNTH FUND SOEK,2A,N,,2026-06-24
YZKU,600218,5493014922286856,5493044243163424,SYNTH FUND YZKU,3A,N,,2026-06-24
KBCK,600219,5493001260009019,5493072459718589,SYNTH FUND KBCK,2A,Y,,2026-06-24
RDXQ,600220,5493089528535973,5493075792165865,SYNTH FUND RDXQ,1A,N,,2026-06-24
DHYY,600221,5493062229327917,5493086696087998,SYNTH FUND DHYY,2A,Y,,2026-06-24
KFOM,600222,5493004224443371,5493018007040979,SYNTH FUND KFOM,3A,Y,,2026-06-24
NMIX,600223,5493090762536794,5493007172576239,SYNTH FUND NMIX,3A,Y,,2026-06-24
KUEM,600224,5493085964402732,5493029003831032,SYNTH FUND KUEM,3A,N,,2026-06-24
OPEG,600225,5493061342009204,5493018747484726,SYNTH FUND OPEG,1A,Y,,2026-06-24
SYDA,600226,5493045394375430,5493078126164234,SYNTH FUND SYDA,2B,N,,2026-06-24
DDST,600227,5493053727042912,5493086811682268,SYNTH FUND DDST,,Y,,2026-06-24
XZSJ,600228,5493032149580060,5493076568528879,SYNTH FUND XZSJ,2B,N,,2026-06-24
YVYP,600229,5493054879030157,5493028519573967,SYNTH FUND YVYP,3A,N,,2026-06-24
AHLI,600230,5493086716893745,5493087059345265,SYNTH FUND AHLI,1B,Y,,2026-06-24
VSBN,600231,5493081311858352,5493058217088102,SYNTH FUND VSBN,2B,N,,2026-06-24
HLUV,600232,5493002665485040,5493014076305295,SYNTH FUND HLUV,2A,N,,2026-06-24
GLTG,600233,5493028328830426,5493072799607619,SYNTH FUND GLTG,1A,N,,2026-06-24
JNWR,600234,5493052618603917,5493038384335744,SYNTH FUND JNWR,3A,N,,2026-06-24
MSRD,600235,5493056592092121,5493031420066110,SYNTH FUND MSRD,3A,N,,2026-06-24
EDOD,600236,5493030141843674,5493019599791510,SYNTH FUND EDOD,2A,Y,,2026-06-24
ZGPZ,600237,5493031337360741,,SYNTH FUND ZGPZ,,N,,2026-06-24
RAPK,600238,5493089136081801,5493093465626159,SYNTH FUND RAPK,1A,N,,2026-06-24
MFQZ,600239,5493033560051382,5493096230979004,SYNTH FUND MFQZ,2A,N,,2026-06-24
YLDJ,600240,5493079601686206,5493098579494273,SYNTH FUND YLDJ,1B,Y,,2026-06-24
QFUW,600241,5493001464531650,5493075803560515,SYNTH FUND QFUW,1B,Y,,2026-06-24
SPFM,600242,5493016439262404,5493081551167861,SYNTH FUND SPFM,2B,Y,,2026-06-24
NASB,600243,5493025979728250,5493087358834464,SYNTH FUND NASB,1A,N,,2026-06-24
SMEF,600244,5493006753213496,,SYNTH FUND SMEF,2B,N,,2026-06-24
QZIY,600245,5493078396230885,,SYNTH FUND QZIY,1A,N,,2026-06-24
QWGX,600246,5493022402101297,,SYNTH FUND QWGX,2A,N,,2026-06-24
WRAR,600247,5493001734953751,5493096402635800,SYNTH FUND WRAR,2A,Y,,2026-06-24
RGAY,600248,5493065679686565,5493060275623501,SYNTH FUND RGAY,2A,Y,,2026-06-24
ZCXP,600249,5493079200901320,5493099846167749,SYNTH FUND ZCXP,3A,N,,2026-06-24
BEAD,600250,5493024711860614,5493086075567822,SYNTH FUND BEAD,1B,N,,2026-06-24
NQXR,600251,5493026173090907,5493093230252219,SYNTH FUND NQXR,3A,Y,,2026-06-24
KBXW,600252,5493090368772970,5493019800702063,SYNTH FUND KBXW,,N,,2026-06-24
LCZC,600253,5493037566777878,5493082954077669,SYNTH FUND LCZC,1B,N,,2026-06-24
HGMG,600254,5493071965598817,5493020676750549,SYNTH FUND HGMG,2B,N,,2026-06-24
IJIZ,600255,5493046353748148,5493077704676018,SYNTH FUND IJIZ,3A,N,,2026-06-24
BQJC,600256,5493012843331338,5493029078640939,SYNTH FUND BQJC,1B,N,,2026-06-24
AUMV,600257,5493072936696516,,SYNTH FUND AUMV,1B,N,,2026-06-24
ZAPA,600258,,5493058210474602,SYNTH FUND ZAPA,1A,Y,,2026-06-24
BSVA,600259,5493074503059695,,SYNTH FUND BSVA,3A,N,,2026-06-24
EWWL,600260,5493082165398008,5493082147203996,SYNTH FUND EWWL,1B,N,,2026-06-24
JJDE,600261,5493034040950180,5493052220615118,SYNTH FUND JJDE,,Y,,2026-06-24
RSCC,600262,5493093976172356,5493086521719370,SYNTH FUND RSCC,1B,Y,,2026-06-24
NYXD,600263,5493008382529847,,SYNTH FUND NYXD,2B,Y,,2026-06-24
BNXA,600264,5493047043647830,5493007506434368,SYNTH FUND BNXA,1A,N,,2026-06-24
QTVN,600265,5493070621665893,5493016806129966,SYNTH FUND QTVN,1B,Y,,2026-06-24
GXRI,600266,5493072809577086,5493077147553499,SYNTH FUND GXRI,,Y,,2026-06-24
FHTQ,600267,5493078853657340,5493098645582790,SYNTH FUND FHTQ,1A,Y,,2026-06-24
LTNL,600268,5493065395469085,5493018329748267,SYNTH FUND LTNL,1B,N,,2026-06-24
LURN,600269,,5493059618984444,SYNTH FUND LURN,1B,Y,,2026-06-24
TJMK,600270,5493067487950175,5493049818835437,SYNTH FUND TJMK,2B,N,,2026-06-24
WRMR,600271,5493083774566862,5493086660352430,SYNTH FUND WRMR,3A,Y,,2026-06-24
UEKP,600272,5493066354377243,5493088090210995,SYNTH FUND UEKP,2B,Y,,2026-06-24
IHBV,600273,,5493084427943754,SYNTH FUND IHBV,3A,Y,,2026-06-24
KESV,600274,5493059489454731,5493033284028957,SYNTH FUND KESV,2B,N,,2026-06-24
JJHK,600275,5493058304283399,5493053854114382,SYNTH FUND JJHK,,Y,,2026-06-24
LMVT,600276,5493051696171283,5493079240545471,SYNTH FUND LMVT,,N,,2026-06-24
QAHJ,600277,5493047337206964,5493014866141733,SYNTH FUND QAHJ,2B,N,,2026-06-24
IPVC,600278,5493077378652805,5493028752686860,SYNTH FUND IPVC,1A,N,,2026-06-24
PKOD,600279,5493088690666090,5493036610153825,SYNTH FUND PKOD,1B,N,,2026-06-24
SVAJ,600280,5493002658692457,5493091030156574,SYNTH FUND SVAJ,1B,N,,2026-06-24
RSQK,600281,5493098772729210,5493053534871777,SYNTH FUND RSQK,1B,N,,2026-06-24
SAWB,600282,5493061541225095,5493047668696741,SYNTH FUND SAWB,2A,N,,2026-06-24
OQYZ,600283,5493096830638664,5493012484485585,SYNTH FUND OQYZ,1B,N,,2026-06-24
SFAY,600284,5493035258761831,5493049526355697,SYNTH FUND SFAY,2B,N,,2026-06-24
VVUQ,600285,5493003220903980,5493077143530378,SYNTH FUND VVUQ,2B,N,,2026-06-24
IHSE,600286,5493061509553925,,SYNTH FUND IHSE,3A,N,,2026-06-24
KTXM,600287,5493051763362918,5493031351483649,SYNTH FUND KTXM,1A,N,,2026-06-24
WYOZ,600288,5493015299374977,5493074691358555,SYNTH FUND WYOZ,1A,N,,2026-06-24
VNTP,600289,,5493076697803630,SYNTH FUND VNTP,3A,Y,,2026-06-24
YBCH,600290,5493061535532576,5493078353940907,SYNTH FUND YBCH,,N,,2026-06-24
PMRM,600291,5493020831046095,,SYNTH FUND PMRM,1B,Y,,2026-06-24
GJTY,600292,5493041348600805,5493057514743919,SYNTH FUND GJTY,1B,N,,2026-06-24
IWOP,600293,5493063015344928,5493084970606382,SYNTH FUND IWOP,2A,N,,2026-06-24
SOCK,600294,,5493076447129713,SYNTH FUND SOCK,3A,N,,2026-06-24
SILC,600295,5493002107939054,5493046811585651,SYNTH FUND SILC,2B,Y,,2026-06-24
FKHL,600296,5493052253834159,5493021044818037,SYNTH FUND FKHL,3A,Y,,2026-06-24
SMIM,600297,5493087686473312,5493001064925911,SYNTH FUND SMIM,2B,Y,,2026-06-24
ISPR,600298,5493017622203775,5493011052358808,SYNTH FUND ISPR,2A,Y,,2026-06-24
OMAB,600299,5493065645462173,5493076331081950,SYNTH FUND OMAB,3A,Y,,2026-06-24
VERW,600300,5493029760642338,5493034316402608,SYNTH FUND VERW,1A,N,,2026-06-24
NNBD,600301,5493048931323836,5493051067519486,SYNTH FUND NNBD,,N,,2026-06-24
ITNS,600302,5493017827625417,5493030467605788,SYNTH FUND ITNS,2B,Y,,2026-06-24
HYNI,600303,5493082232697012,5493053176054388,SYNTH FUND HYNI,3A,Y,,2026-06-24
TKIW,600304,5493027687897351,5493036181146514,SYNTH FUND TKIW,1B,N,,2026-06-24
AOVK,600305,,5493036179160562,SYNTH FUND AOVK,2B,N,,2026-06-24
CONV,600306,5493035070553616,5493066469512463,SYNTH FUND CONV,,N,,2026-06-24
TETZ,600307,5493089063873720,5493088979800086,SYNTH FUND TETZ,2A,Y,,2026-06-24
EQHY,600308,5493001356262308,5493008695034527,SYNTH FUND EQHY,1A,Y,,2026-06-24
SDER,600309,5493065066339623,5493052764411425,SYNTH FUND SDER,2B,N,,2026-06-24
SAZP,600310,5493077192514907,5493044153754679,SYNTH FUND SAZP,,Y,,2026-06-24
CQHG,600311,5493050314849020,5493089571554249,SYNTH FUND CQHG,1B,Y,,2026-06-24
IGWV,600312,5493021898742122,5493006929490755,SYNTH FUND IGWV,2B,N,,2026-06-24
ZMTI,600313,5493027392268685,5493031165448683,SYNTH FUND ZMTI,2A,Y,,2026-06-24
YABR,600314,5493041612843295,5493015161427526,SYNTH FUND YABR,3A,Y,,2026-06-24
VMNE,600315,,5493053926803226,SYNTH FUND VMNE,3A,N,,2026-06-24
IATZ,600316,5493050147745221,5493060680782466,SYNTH FUND IATZ,2A,N,,2026-06-24
UFVZ,600317,5493016024227421,,SYNTH FUND UFVZ,2A,Y,,2026-06-24
HXHU,600318,5493025269638424,5493015280315689,SYNTH FUND HXHU,1B,Y,,2026-06-24
RXWN,600319,5493030408574626,5493080141817179,SYNTH FUND RXWN,,Y,,2026-06-24
LTDX,600320,5493094951184042,,SYNTH FUND LTDX,1B,Y,,2026-06-24
XXYY,600321,5493066278322522,5493090363251682,SYNTH FUND XXYY,2A,Y,,2026-06-24
SHBU,600322,5493020233067016,5493040798317840,SYNTH FUND SHBU,,Y,,2026-06-24
LQMY,600323,5493017589555311,5493085286003531,SYNTH FUND LQMY,1A,N,,2026-06-24
HQKC,600324,5493039179140817,5493082009686093,SYNTH FUND HQKC,2A,N,,2026-06-24
THGD,600325,5493051295691939,5493094074997503,SYNTH FUND THGD,1B,Y,,2026-06-24
SHII,600326,5493024455328098,5493081141859410,SYNTH FUND SHII,2B,Y,,2026-06-24
YIOS,600327,5493027408061418,5493012306439849,SYNTH FUND YIOS,2A,Y,,2026-06-24
CCIS,600328,5493042945503317,5493046733974319,SYNTH FUND CCIS,1A,Y,,2026-06-24
SOBO,600329,5493082211361861,5493049826437829,SYNTH FUND SOBO,1A,N,,2026-06-24
XYFP,600330,,5493060203662199,SYNTH FUND XYFP,1A,Y,,2026-06-24
WXIJ,600331,5493093925517534,5493008377092451,SYNTH FUND WXIJ,2B,Y,,2026-06-24
HTEN,600332,,5493011389599220,SYNTH FUND HTEN,2A,Y,,2026-06-24
APIY,600333,5493074253577234,5493045025961145,SYNTH FUND APIY,2B,Y,,2026-06-24
UTVG,600334,,,SYNTH FUND UTVG,3A,N,,2026-06-24
TOYL,600335,5493007787700739,5493029816925475,SYNTH FUND TOYL,3A,N,,2026-06-24
CMID,600336,,5493029858102080,SYNTH FUND CMID,2B,N,,2026-06-24
IPGO,600337,5493031104372083,,SYNTH FUND IPGO,,Y,,2026-06-24
UNGY,600338,5493083994036637,5493005182100543,SYNTH FUND UNGY,2B,N,,2026-06-24
SUUR,600339,5493029347516744,5493001106369390,SYNTH FUND SUUR,,N,,2026-06-24
WJJJ,600340,5493065666595975,5493005246965232,SYNTH FUND WJJJ,1A,Y,,2026-06-24
AOQK,600341,,5493009571452633,SYNTH FUND AOQK,,N,,2026-06-24
OYLA,600342,5493045104113496,5493036928022825,SYNTH FUND OYLA,1B,Y,,2026-06-24
CWQX,600343,5493062014652624,5493068742541514,SYNTH FUND CWQX,,N,,2026-06-24
QQYX,600344,,5493001702393730,SYNTH FUND QQYX,3A,Y,,2026-06-24
AATO,600345,,5493034315094706,SYNTH FUND AATO,1B,Y,,2026-06-24
GABK,600346,5493095947270677,5493046174631993,SYNTH FUND GABK,1A,Y,,2026-06-24
GMHO,600347,5493090477891582,5493089054055752,SYNTH FUND GMHO,3A,N,,2026-06-24
EOPH,600348,5493044288798780,5493026535747935,SYNTH FUND EOPH,1B,N,,2026-06-24
PRZL,600349,5493048622956243,5493041187616638,SYNTH FUND PRZL,1B,N,,2026-06-24
NYBP,600350,,5493095401894882,SYNTH FUND NYBP,1A,N,,2026-06-24
ZEFP,600351,5493049241666303,5493032493267593,SYNTH FUND ZEFP,1A,Y,,2026-06-24
PEHB,600352,5493043241123968,5493003143980843,SYNTH FUND PEHB,3A,N,,2026-06-24
WMOS,600353,5493073336373814,5493071212688881,SYNTH FUND WMOS,3A,N,,2026-06-24
UXXP,600354,5493041249638827,5493066891354435,SYNTH FUND UXXP,1A,Y,,2026-06-24
BCVO,600355,5493080722817136,,SYNTH FUND BCVO,3A,Y,,2026-06-24
IBRV,600356,5493014237968364,5493016301109382,SYNTH FUND IBRV,3A,N,,2026-06-24
EKJX,600357,5493048434406578,5493010275180600,SYNTH FUND EKJX,,N,,2026-06-24
ZCFO,600358,5493062400835676,5493098643369229,SYNTH FUND ZCFO,3A,N,,2026-06-24
BCKY,600359,5493022780733856,5493097515275947,SYNTH FUND BCKY,1A,N,,2026-06-24
XWNS,600360,5493076748012601,5493020859242173,SYNTH FUND XWNS,,Y,,2026-06-24
YRCU,600361,5493027896775329,5493052865223338,SYNTH FUND YRCU,2A,Y,,2026-06-24
RNGS,600362,5493019338177851,5493070768852351,SYNTH FUND RNGS,1B,N,,2026-06-24
EGZA,600363,5493061875127254,5493004422247342,SYNTH FUND EGZA,,N,,2026-06-24
OXLN,600364,5493034064249950,5493045385523435,SYNTH FUND OXLN,1A,Y,,2026-06-24
XSQM,600365,5493080041015461,5493083887693631,SYNTH FUND XSQM,,N,,2026-06-24
ZQRQ,600366,5493040038547581,5493078104094753,SYNTH FUND ZQRQ,2B,Y,,2026-06-24
KPJR,600367,5493024765288702,5493062876519205,SYNTH FUND KPJR,,Y,,2026-06-24
SOTN,600368,,5493059518875660,SYNTH FUND SOTN,3A,N,,2026-06-24
PCWP,600369,5493083647304162,5493011843476339,SYNTH FUND PCWP,3A,Y,,2026-06-24
VWSJ,600370,5493041180098350,5493046428584673,SYNTH FUND VWSJ,,Y,,2026-06-24
FDJR,600371,5493073351228978,5493002310369792,SYNTH FUND FDJR,2B,Y,,2026-06-24
TBGK,600372,5493034333480633,5493088981257593,SYNTH FUND TBGK,2A,N,,2026-06-24
QTIM,600373,5493080167872373,5493043890067260,SYNTH FUND QTIM,1B,Y,,2026-06-24
TECJ,600374,5493017237393410,5493000122218496,SYNTH FUND TECJ,,N,,2026-06-24
XJLF,600375,5493075668440764,,SYNTH FUND XJLF,,N,,2026-06-24
ULZH,600376,5493089403644398,5493022094599232,SYNTH FUND ULZH,1B,Y,,2026-06-24
YKOO,600377,5493069149458528,5493089897668646,SYNTH FUND YKOO,2A,N,,2026-06-24
JHWS,600378,5493036667793933,5493016132425340,SYNTH FUND JHWS,1A,Y,,2026-06-24
VXDO,600379,5493071474017137,,SYNTH FUND VXDO,1A,N,,2026-06-24
PKXO,600380,5493001487560742,5493090478599366,SYNTH FUND PKXO,1B,N,,2026-06-24
ZNKL,600381,5493029161181675,5493054337720183,SYNTH FUND ZNKL,,N,,2026-06-24
OOOF,600382,5493018023284673,,SYNTH FUND OOOF,,N,,2026-06-24
ZXSN,600383,5493016653721383,5493072847741761,SYNTH FUND ZXSN,2B,Y,,2026-06-24
AAGR,600384,5493081085117096,5493054314501576,SYNTH FUND AAGR,3A,Y,,2026-06-24
WIZO,600385,5493059522716994,5493065312994491,SYNTH FUND WIZO,3A,Y,,2026-06-24
FRSM,600386,5493007582800186,5493072556636416,SYNTH FUND FRSM,3A,N,,2026-06-24
EFMN,600387,5493040923535810,5493087248968049,SYNTH FUND EFMN,1A,N,,2026-06-24
LSHU,600388,5493018198375588,5493027032948217,SYNTH FUND LSHU,2B,Y,,2026-06-24
FJHJ,600389,5493081729408669,5493069364810791,SYNTH FUND FJHJ,2A,N,,2026-06-24
PBWX,600390,5493090555740989,5493026433257024,SYNTH FUND PBWX,2B,N,,2026-06-24
FBRD,600391,5493098266998670,5493058126400254,SYNTH FUND FBRD,2B,Y,,2026-06-24
GSCC,600392,5493017276446874,5493088917919055,SYNTH FUND GSCC,3A,Y,,2026-06-24
NELW,600393,5493002555044411,5493061962329515,SYNTH FUND NELW,2B,Y,,2026-06-24
PIXH,600394,5493008307942697,5493038916626830,SYNTH FUND PIXH,2B,Y,,2026-06-24
WSYA,600395,,5493039974702774,SYNTH FUND WSYA,3A,Y,,2026-06-24
RHST,600396,5493084415739586,5493009502234822,SYNTH FUND RHST,3A,Y,,2026-06-24
THMZ,600397,5493004403028913,5493099849157560,SYNTH FUND THMZ,3A,Y,,2026-06-24
QVDW,600398,,5493013587680226,SYNTH FUND QVDW,2B,N,,2026-06-24
TLWZ,600399,5493071828602866,5493028478357120,SYNTH FUND TLWZ,2B,N,,2026-06-24
MNGN,600400,5493006391155775,5493047287422188,SYNTH FUND MNGN,2B,Y,,2026-06-24
UNQX,600401,5493001019539752,5493011006634538,SYNTH FUND UNQX,3A,Y,,2026-06-24
XHVS,600402,5493066191695445,,SYNTH FUND XHVS,2B,N,,2026-06-24
SKFS,600403,5493082211055958,5493058464747416,SYNTH FUND SKFS,1B,N,,2026-06-24
IAGO,600404,5493097965066428,5493006772141748,SYNTH FUND IAGO,3A,Y,,2026-06-24
NQVC,600405,5493022664031121,5493065614825425,SYNTH FUND NQVC,1B,N,,2026-06-24
KWHJ,600406,5493013284699269,5493080252638252,SYNTH FUND KWHJ,,Y,,2026-06-24
YYEB,600407,5493018979537078,5493007423902206,SYNTH FUND YYEB,1A,N,,2026-06-24
XUHD,600408,5493044794136495,5493082709658150,SYNTH FUND XUHD,2A,Y,,2026-06-24
MSGB,600409,5493028475353537,5493018978889778,SYNTH FUND MSGB,2B,Y,,2026-06-24
FERY,600410,5493065629953499,5493032485537451,SYNTH FUND FERY,1A,N,,2026-06-24
HIDA,600411,5493076931927790,5493077208403352,SYNTH FUND HIDA,,N,,2026-06-24
GCHV,600412,5493008238028834,5493079447229793,SYNTH FUND GCHV,,Y,,2026-06-24
MPTF,600413,5493004220668218,5493080227421826,SYNTH FUND MPTF,,N,,2026-06-24
XQSU,600414,5493039174426413,5493037544793145,SYNTH FUND XQSU,1A,N,,2026-06-24
DLPS,600415,5493047429467035,5493022642058049,SYNTH FUND DLPS,1A,Y,,2026-06-24
UFUE,600416,5493059272067240,5493028875361640,SYNTH FUND UFUE,1A,N,,2026-06-24
SZSK,600417,5493075196438294,5493063573969472,SYNTH FUND SZSK,2A,Y,,2026-06-24
IEGL,600418,5493089189214299,,SYNTH FUND IEGL,,Y,,2026-06-24
HQKF,600419,5493076289515780,5493015303667394,SYNTH FUND HQKF,1B,Y,,2026-06-24
LQSV,600420,5493037863860561,5493086414964932,SYNTH FUND LQSV,,N,,2026-06-24
YGHR,600421,,5493049427065431,SYNTH FUND YGHR,,N,,2026-06-24
LLLA,600422,5493032189662200,5493002624076969,SYNTH FUND LLLA,1B,Y,,2026-06-24
YXAV,600423,5493011130051237,5493096057160214,SYNTH FUND YXAV,2A,N,,2026-06-24
HQNS,600424,,5493043701531450,SYNTH FUND HQNS,3A,N,,2026-06-24
UMZD,600425,5493063546516172,5493071246437614,SYNTH FUND UMZD,2A,N,,2026-06-24
QVGD,600426,5493015074584937,5493080486633550,SYNTH FUND QVGD,2A,Y,,2026-06-24
PMXD,600427,5493099986125629,5493085324957381,SYNTH FUND PMXD,2A,N,,2026-06-24
ZUEG,600428,5493096247643143,5493034177668984,SYNTH FUND ZUEG,2A,N,,2026-06-24
ZROD,600429,5493098456788322,5493065830569100,SYNTH FUND ZROD,1A,Y,,2026-06-24
YHQX,600430,5493012961178965,5493006045001491,SYNTH FUND YHQX,,N,,2026-06-24
SZGQ,600431,5493091228574687,5493076946945915,SYNTH FUND SZGQ,,N,,2026-06-24
OPNA,600432,5493054938810491,5493060894145245,SYNTH FUND OPNA,,N,,2026-06-24
HXXO,600433,5493093407331806,5493049490490581,SYNTH FUND HXXO,2B,Y,,2026-06-24
FCBL,600434,5493005553688302,5493007851459746,SYNTH FUND FCBL,2B,N,,2026-06-24
JDBT,600435,5493085697111862,5493004737497586,SYNTH FUND JDBT,1A,Y,,2026-06-24
FQLX,600436,5493037125794025,5493053301882689,SYNTH FUND FQLX,2B,N,,2026-06-24
QYNF,600437,5493048857908576,5493033928972109,SYNTH FUND QYNF,1A,N,,2026-06-24
SXWU,600438,5493041935823873,5493052492387790,SYNTH FUND SXWU,1A,Y,,2026-06-24
ECRE,600439,5493077143454066,5493068636106052,SYNTH FUND ECRE,2A,N,,2026-06-24
JTLL,600440,5493017219920387,5493024254387215,SYNTH FUND JTLL,1A,Y,,2026-06-24
BCMH,600441,5493064759996915,5493085482860009,SYNTH FUND BCMH,,Y,,2026-06-24
ZGEJ,600442,5493000916863571,5493044787416999,SYNTH FUND ZGEJ,1B,Y,,2026-06-24
ZQBT,600443,5493085398874529,5493017758895581,SYNTH FUND ZQBT,3A,N,,2026-06-24
URMI,600444,5493087434893745,5493077759589187,SYNTH FUND URMI,3A,N,,2026-06-24
KMFW,600445,5493043721736985,5493098822151699,SYNTH FUND KMFW,1A,Y,,2026-06-24
FGYY,600446,5493062972967884,5493000633276162,SYNTH FUND FGYY,2B,N,,2026-06-24
