issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
German ISSUER,German Government Note 7.49,2039-04-17,,MOODYS LT:A3 SP LT:AA-,91.05,,,89.34,2026-06-24,,2900000.0,EUR,3022789.84,2784000.0,0.04,,USD,2900000.0,2784000.0,,8173,,,,,,TDBK,,,,,,BNY MELLON,0.73,VM,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Sovereign,,German Government Note,VM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILE37012L1F6,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Common Stock 2.96,2039-06-02,,MOODYS LT:A3 SP LT:AA-,91.07,,,97.02,2026-06-10,,1600000.0,USD,1651705.68,1360000.0,0.15,,USD,1600000.0,1360000.0,,7346,,,,,,TDBK,,,,,,STATE STREET,0.72,IM,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Corporate,,US Common Stock,VM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,USKQPG60H78N,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 7.76,2044-06-21,,MOODYS LT:A3 SP LT:AA-,92.43,,,101.17,2026-07-01,,4500000.0,EUR,4314480.04,4320000.0,0.04,,USD,4500000.0,4320000.0,,A9048,,,,,,TDBK,,,,,,BNY MELLON,1.14,Not-Net,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_IMC_CSA,,TDBK_SWCD_REG_IMC_CSA,Sovereign,,German Government Note,VM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,IL6GJ0P8M7L7,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Government ISSUER,Government of Canada Bond 5.37,2033-10-20,,MOODYS LT:A3 SP LT:AA-,93.84,,,88.94,2026-06-03,,1000000.0,CAD,1008905.28,985000.0,0.015,,USD,1000000.0,985000.0,,0243,,,,,,TDBK,,,,,,STATE STREET,1.33,IM,,,,CAD,1350000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,DE6LPHKF5L5Q,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 5.16,2032-09-23,,MOODYS LT:A3 SP LT:AA-,88.74,,,95.53,2026-06-03,,100000.0,CAD,90126.74,96000.0,0.04,,USD,100000.0,96000.0,,6797,,,,,,TDBK,,,,,,STATE STREET,0.98,IM,,,,CAD,135000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,USKBALC93C37,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Israel ISSUER,Israel Government Bond 5.51,2029-02-06,,MOODYS LT:A3 SP LT:AA-,89.91,,,92.01,2026-06-03,,4400000.0,ILS,4166873.19,4136000.0,0.06,,USD,4400000.0,4136000.0,,4894,,,,,,TDBK,,,,,,STATE STREET,1.33,Not-Net,,,,CAD,5940000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_IMC_CSA,,TDBK_WH17_REG_IMC_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,DENL5B9B2PEN,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
USD ISSUER,USD CASH 9.05,2041-01-24,,MOODYS LT:A3 SP LT:AA-,97.3,,,97.78,2026-07-01,,4500000.0,USD,4672340.74,4500000.0,0.0,,USD,4500000.0,4500000.0,,7025,,,,,,TDBK,,,,,,STATE STREET,1.34,IM,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_VM_CSA,,TDBK_BNSC_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CADH6K0ENF3A,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
USD ISSUER,USD CASH 6.06,2044-02-25,,MOODYS LT:A3 SP LT:AA-,88.27,,,90.2,2026-07-01,,800000.0,USD,746352.36,800000.0,0.0,,USD,800000.0,800000.0,,A3823,,,,,,TDBK,,,,,,BNY MELLON,0.97,Not-Net,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,ILEJ8ALFGJ8H,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Israel ISSUER,Israel Government Bond 9.88,2027-11-01,,MOODYS LT:A3 SP LT:AA-,90.22,,,93.48,2026-06-03,,2300000.0,ILS,2338558.9,2162000.0,0.06,,USD,2300000.0,2162000.0,,7245,,,,,,TDBK,,,,,,BNY MELLON,1.39,IM,,,,CAD,3105000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,USCK5KMFJM9H,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
US ISSUER,US Common Stock 4.46,2042-05-11,,MOODYS LT:A3 SP LT:AA-,90.74,,,97.92,2026-06-03,,1600000.0,USD,1546496.52,1360000.0,0.15,,USD,1600000.0,1360000.0,,2433,,,,,,TDBK,,,,,,BNY MELLON,1.38,Not-Net,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Corporate,,US Common Stock,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DED53D8JPJMB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
Government ISSUER,Government of Canada Bond 4.31,2037-04-22,,MOODYS LT:A3 SP LT:AA-,100.38,,,93.82,2026-06-10,,2500000.0,CAD,2406020.9,2462500.0,0.015,,USD,2500000.0,2462500.0,,A9180,,,,,,TDBK,,,,,,STATE STREET,1.21,Not-Net,,,,CAD,3375000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAPAJ7PL5LBA,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Treasury 1.00,2039-06-22,,MOODYS LT:A3 SP LT:AA-,94.35,,,91.75,2026-06-17,,3000000.0,USD,2848533.51,2970000.0,0.01,,USD,3000000.0,2970000.0,,5871,,,,,,TDBK,,,,,,BNY MELLON,1.0,IM,,,,CAD,4050000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,CAP23232BD2M,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 9.04,2029-03-28,,MOODYS LT:A3 SP LT:AA-,91.05,,,92.83,2026-06-17,,4800000.0,USD,4431627.13,4416000.0,0.08,,USD,4800000.0,4416000.0,,8180,,,,,,TDBK,,,,,,BNY MELLON,0.73,Not-Net,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Corporate,,US Corporate,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,CAN0CLA299DN,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 8.77,2030-02-17,,MOODYS LT:A3 SP LT:AA-,90.74,,,90.53,2026-06-24,,1800000.0,USD,1847213.05,1656000.0,0.08,,USD,1800000.0,1656000.0,,3035,,,,,,TDBK,,,,,,STATE STREET,1.34,Not-Net,,,,CAD,2430000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_VM_CSA,,TDBK_BCCU_REG_VM_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DEN79LBJPA9J,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Treasury 5.19,2045-03-04,,MOODYS LT:A3 SP LT:AA-,91.9,,,94.41,2026-06-17,,900000.0,USD,880972.75,891000.0,0.01,,USD,900000.0,891000.0,,4939,,,,,,TDBK,,,,,,BNY MELLON,0.71,VM,,,,CAD,1215000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,CAKH1A7F7P60,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Canada ISSUER,Canada Mortgage Bonds 2.71,2041-05-22,,MOODYS LT:A3 SP LT:AA-,94.35,,,89.33,2026-06-03,,800000.0,CAD,728354.03,784000.0,0.02,,USD,800000.0,784000.0,,0212,,,,,,TDBK,,,,,,BNY MELLON,1.24,VM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_VM_CSA,,TDBK_BIMC_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,In Transit,BIMCOR INC,,BIMC,,600110,,,,,,,,ILNKQ29A565G,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
USD ISSUER,USD CASH 4.83,2042-10-11,,MOODYS LT:A3 SP LT:AA-,96.36,,,94.48,2026-06-17,,2200000.0,USD,2281980.12,2200000.0,0.0,,USD,2200000.0,2200000.0,,0193,,,,,,TDBK,,,,,,STATE STREET,0.89,Not-Net,,,,CAD,2970000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Cash,,USD CASH,VM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,US5KC2KN8CL5,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
German ISSUER,German Government Note 3.13,2039-11-22,,MOODYS LT:A3 SP LT:AA-,100.33,,,89.57,2026-07-01,,4300000.0,EUR,4413996.41,4128000.0,0.04,,USD,4300000.0,4128000.0,,7496,,,,,,TDBK,,,,,,STATE STREET,1.14,VM,,,,CAD,5805000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_VM_CSA,,TDBK_MSIL_REG_VM_CSA,Sovereign,,German Government Note,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,ILLEJCNNRRH9,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Common Stock 3.36,2041-06-08,,MOODYS LT:A3 SP LT:AA-,99.3,,,100.94,2026-06-03,,3600000.0,USD,3517145.0,3060000.0,0.15,,USD,3600000.0,3060000.0,,0209,,,,,,TDBK,,,,,,STATE STREET,1.18,VM,,,,CAD,4860000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Common Stock,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILB8MDQF1LQN,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Corporate 2.58,2027-09-05,,MOODYS LT:A3 SP LT:AA-,96.56,,,101.6,2026-06-03,,200000.0,USD,192764.73,184000.0,0.08,,USD,200000.0,184000.0,,2677,,,,,,TDBK,,,,,,BNY MELLON,1.03,IM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USQJD6E9MLJE,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Common Stock 5.41,2031-02-28,,MOODYS LT:A3 SP LT:AA-,99.27,,,98.51,2026-06-24,,4400000.0,USD,4041621.34,3740000.0,0.15,,USD,4400000.0,3740000.0,,3071,,,,,,TDBK,,,,,,BNY MELLON,0.9,IM,,,,CAD,5940000.0,,,ISIN,,,,,,,,,,,,,,,TDGF_XXXX_GENERAL_CSA,,TDGF_XXXX_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DEJ039BRADL0,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 8.46,2027-08-24,,MOODYS LT:A3 SP LT:AA-,88.86,,,95.9,2026-06-24,,1500000.0,CAD,1473465.5,1440000.0,0.04,,USD,1500000.0,1440000.0,,0509,,,,,,TDBK,,,,,,STATE STREET,0.8,VM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,IL35N45M2CEF,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 1.07,2034-05-13,,MOODYS LT:A3 SP LT:AA-,100.72,,,96.07,2026-06-17,,3600000.0,CAD,3446875.65,3456000.0,0.04,,USD,3600000.0,3456000.0,,3097,,,,,,TDBK,,,,,,STATE STREET,1.37,IM,,,,CAD,4860000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_REG_IMC_CSA,,TDBK_MSIL_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,DEQ85PK01H2H,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 1.95,2041-07-27,,MOODYS LT:A3 SP LT:AA-,94.61,,,98.39,2026-07-01,,1200000.0,USD,1211408.88,1104000.0,0.08,,USD,1200000.0,1104000.0,,0837,,,,,,TDBK,,,,,,BNY MELLON,0.94,VM,,,,CAD,1620000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_IMC_CSA,,TDBK_BCCU_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CA3FKPKMLPH6,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
German ISSUER,German Government Note 4.13,2027-03-10,,MOODYS LT:A3 SP LT:AA-,89.2,,,97.23,2026-06-24,,4200000.0,EUR,4203863.53,4032000.0,0.04,,USD,4200000.0,4032000.0,,A5784,,,,,,TDBK,,,,,,BNY MELLON,1.35,Not-Net,,,,CAD,5670000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,German Government Note,VM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CA0Q529PBL88,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Corporate 7.31,2038-06-23,,MOODYS LT:A3 SP LT:AA-,97.77,,,96.66,2026-07-01,,100000.0,USD,97044.41,92000.0,0.08,,USD,100000.0,92000.0,,7683,,,,,,TDBK,,,,,,BNY MELLON,0.8,IM,,,,CAD,135000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,IL6DR85M6364,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Israel ISSUER,Israel Government Bond 6.71,2040-03-15,,MOODYS LT:A3 SP LT:AA-,97.53,,,99.06,2026-06-10,,3900000.0,ILS,3720230.25,3666000.0,0.06,,USD,3900000.0,3666000.0,,A812,,,,,,TDBK,,,,,,BNY MELLON,0.77,IM,,,,CAD,5265000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,IL4N358LFRKL,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
US ISSUER,US Common Stock 1.69,2028-08-01,,MOODYS LT:A3 SP LT:AA-,95.15,,,91.06,2026-06-24,,1000000.0,USD,942522.31,850000.0,0.15,,USD,1000000.0,850000.0,,8393,,,,,,TDBK,,,,,,BNY MELLON,1.15,VM,,,,CAD,1350000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_GENERAL_CSA,,TDBK_BIMC_GENERAL_CSA,Corporate,,US Common Stock,VM,OTC,,,Pending,BIMCOR INC,,BIMC,,600110,,,,,,,,DER709C62J1C,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
US ISSUER,US Common Stock 4.44,2031-10-09,,MOODYS LT:A3 SP LT:AA-,99.5,,,95.71,2026-06-03,,5000000.0,USD,4565254.01,4250000.0,0.15,,USD,5000000.0,4250000.0,,0880,,,,,,TDBK,,,,,,STATE STREET,0.71,Not-Net,,,,CAD,6750000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_GENERAL_CSA,,TDBK_BCCU_GENERAL_CSA,Corporate,,US Common Stock,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DE6M062MP8AA,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Ontario ISSUER,Ontario Provincial Bond 7.35,2040-09-22,,MOODYS LT:A3 SP LT:AA-,99.44,,,90.42,2026-06-17,,2500000.0,CAD,2548370.98,2400000.0,0.04,,USD,2500000.0,2400000.0,,K3366,,,,,,TDBK,,,,,,BNY MELLON,1.05,IM,,,,CAD,3375000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_REG_IMC_CSA,,TDBK_BCCU_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,In Transit,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,DEP1C53MCBPB,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Corporate 3.23,2035-08-03,,MOODYS LT:A3 SP LT:AA-,91.64,,,92.49,2026-06-17,,2900000.0,USD,2793798.17,2668000.0,0.08,,USD,2900000.0,2668000.0,,2176,,,,,,TDBK,,,,,,BNY MELLON,1.32,IM,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Corporate,,US Corporate,VM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,CA6GEJR7HJ38,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
US ISSUER,US Common Stock 9.14,2039-10-15,,MOODYS LT:A3 SP LT:AA-,100.75,,,96.04,2026-06-17,,3700000.0,USD,3476729.29,3145000.0,0.15,,USD,3700000.0,3145000.0,,7896,,,,,,TDBK,,,,,,STATE STREET,1.38,VM,,,,CAD,4995000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Corporate,,US Common Stock,IM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,DELDF1R23B9H,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 9.84,2037-09-21,,MOODYS LT:A3 SP LT:AA-,90.97,,,97.08,2026-06-10,,100000.0,CAD,101338.11,98500.0,0.015,,USD,100000.0,98500.0,,A2897,,,,,,TDBK,,,,,,STATE STREET,0.96,Not-Net,,,,CAD,135000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,USDG6FMCD9JA,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
US ISSUER,US Treasury 2.93,2037-01-08,,MOODYS LT:A3 SP LT:AA-,91.13,,,100.79,2026-06-10,,3900000.0,USD,3612692.5,3861000.0,0.01,,USD,3900000.0,3861000.0,,K6904,,,,,,TDBK,,,,,,BNY MELLON,0.8,Not-Net,,,,CAD,5265000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Sovereign,,US Treasury,IM,OTC,,,Pending,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,DEP21N5D1494,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Corporate 3.44,2030-07-12,,MOODYS LT:A3 SP LT:AA-,98.47,,,94.03,2026-06-03,,3700000.0,USD,3784476.33,3404000.0,0.08,,USD,3700000.0,3404000.0,,7792,,,,,,TDBK,,,,,,BNY MELLON,0.95,IM,,,,CAD,4995000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Corporate,,US Corporate,VM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,DEPEJJCJ3E1H,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
Canada ISSUER,Canada Mortgage Bonds 8.30,2040-08-19,,MOODYS LT:A3 SP LT:AA-,92.18,,,100.1,2026-07-01,,1100000.0,CAD,995687.05,1078000.0,0.02,,USD,1100000.0,1078000.0,,4993,,,,,,TDBK,,,,,,BNY MELLON,1.39,IM,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_IMC_CSA,,TDBK_CITI_REG_IMC_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,CAH3976PAP6R,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
Government ISSUER,Government of Canada Bond 6.44,2031-03-13,,MOODYS LT:A3 SP LT:AA-,95.54,,,100.41,2026-06-03,,200000.0,CAD,203770.28,197000.0,0.015,,USD,200000.0,197000.0,,A7636,,,,,,TDBK,,,,,,BNY MELLON,1.16,VM,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL69RRE7FN26,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-03,1.36
US ISSUER,US Common Stock 7.42,2043-08-23,,MOODYS LT:A3 SP LT:AA-,91.63,,,89.67,2026-06-10,,3600000.0,USD,3650581.94,3060000.0,0.15,,USD,3600000.0,3060000.0,,0314,,,,,,TDBK,,,,,,STATE STREET,1.37,VM,,,,CAD,4860000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_GENERAL_CSA,,TDBK_SWCD_GENERAL_CSA,Corporate,,US Common Stock,IM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DE3ECKR838Q2,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
