trade_identifier_party_a,trade_identifier_2_party_a,trade_date,effective_date,maturity_date,party_a_branch_name,party_b_branch_name,strike_price,buy_or_sell,put_or_call,exchanged_notional_1_amount,exchanged_notional_1_currency,exchanged_notional_2_amount,exchanged_notional_2_currency,valuation_base_currency,valuation_date,underlying,external_id,valuation_base_currency_amount_t_1,margin_type,settlement_date,agreement_name,ims_portfolio,ims_desk,model,pai,pai_rate,source_system,product_type,trade_identifier_party_b,applicable_agreements,rescued_data,reporting_date
52515901,,2026-05-12,2026-01-22,2029-12-05,TDBK,BANK OF NOVA SCOTIA,109.13,Buy,,367000000.0,EUR,,,USD,2026-07-01,FX/IR,K9975,1600000.0,Net,2026-02-06,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,6146.61,0.0020946,MUREXFXO,FX Option,,K9975:REG_VM|7844:REG_IMC,,2026-06-24
42307325,,2024-02-18,2026-12-01,2028-01-25,TDBK,INVESTEC BANK LIMITED,101.36,Buy,,192000000.0,CAD,,,USD,2026-07-01,FX/IR,0813,500000.0,VM,2026-03-27,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,,0.00796576,DARWIN,Swaption,,0813:REG_VM|7749:REG_IMC,,2026-06-10
81809158,,2024-08-23,2024-03-01,2028-07-23,TDBK,BIMCOR INC,,Sell,Put,297000000.0,CAD,,,USD,2026-07-01,FX/IR,A3777,600000.0,VM,2026-03-22,TDBK_BIMC_REG_VM_CSA,PB,RATES,,6041.07,0.02172404,DARWIN,Swaption,,A3777:REG_VM|7770:REG_IMC,,2026-06-03
52324612,,2026-07-20,2024-08-14,2030-02-11,TDBK,INVESTEC BANK LIMITED,102.81,Sell,,220000000.0,EUR,,,USD,2026-07-01,FX/IR,2889,-200000.0,IM,2026-01-21,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,-1902.8,0.00355049,MUREXFXO,FX Option,,2889:REG_VM|7348:REG_IMC,,2026-07-01
51958321,,2025-05-19,2025-11-21,2026-08-08,TDBK,BANCO HABITAT,,Buy,,407000000.0,USD,,,USD,2026-07-01,FX/IR,9961,-100000.0,VM,2026-09-02,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,-9550.12,0.03494793,SOPHIS,Equity Swap,,9961:REG_VM|7973:REG_IMC,,2026-07-01
45352260,,2026-10-11,2026-06-09,2026-09-13,TDBK,BANK OF NOVA SCOTIA,,Sell,Put,235000000.0,USD,,,USD,2026-07-01,FX/IR,7346,-100000.0,VM,2026-01-04,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-1750.0,0.00543235,CALYPSOCPG,IR Swap,,7346:REG_VM|7380:REG_IMC,,2026-07-01
54984278,,2026-04-25,2025-06-15,2031-08-15,TDBK,INVESTEC BANK LIMITED,,Buy,,297000000.0,USD,,,USD,2026-07-01,FX/IR,0640,2000000.0,VM,2026-01-15,TDBK_INBL_REG_IMC_CSA,,RATES,SIMM,6733.56,0.018921,MUREXFXO,FX Option,,0640:REG_VM|7036:REG_IMC,,2026-06-10
88650952,,2024-05-12,2024-11-04,2029-11-19,TDBK,BANK OF NOVA SCOTIA,99.58,Buy,Put,84000000.0,CAD,,,USD,2026-07-01,FX/IR,K2595,1000000.0,IM,2026-08-03,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,7451.61,0.02133798,SOPHIS,Equity Swap,,K2595:REG_VM|7112:REG_IMC,,2026-06-03
79799310,,2024-08-28,2024-01-16,2028-01-27,TDBK,SWISS LIFE AG,,Buy,Put,65000000.0,GBP,,,USD,2026-07-01,,A1102,-200000.0,Net,2026-07-02,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,-9602.17,,DARWIN,Swaption,,A1102:REG_VM|7839:REG_IMC,,2026-06-17
90163315,,2024-05-13,2024-03-23,2029-07-26,TDBK,BANCO HABITAT,104.15,Sell,Put,336000000.0,GBP,,,USD,2026-07-01,,2898,600000.0,Net,2026-04-12,TDBK_BANH_GENERAL_CSA,,RATES,SIMM,-5560.46,0.01929054,DARWIN,Swaption,,2898:REG_VM|7067:REG_IMC,,2026-06-24
46002292,,2025-07-17,2024-12-10,2031-05-13,TDBK,CENTRAL 1 CREDIT UNION,93.42,Buy,,102000000.0,GBP,,,USD,2026-07-01,FX/IR,2204,1000000.0,VM,2026-08-13,,PB,RATES,SIMM,-721.62,0.01859032,SOPHIS,Equity Swap,,2204:REG_VM|7127:REG_IMC,,2026-06-17
83213414,,2024-02-11,2025-03-26,2026-01-21,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,68000000.0,USD,,,USD,2026-07-01,FX/IR,K1341,300000.0,IM,2026-11-24,TDBK_WH17_REG_VM_CSA,PB,RATES,,1934.76,0.03635848,CALYPSOCPG,Credit Default Swap,,K1341:REG_VM|7851:REG_IMC,,2026-06-17
65190212,,2025-05-26,2024-11-04,2027-07-11,TDBK,CENTRAL 1 CREDIT UNION,,Buy,Put,161000000.0,CAD,,,USD,2026-07-01,FX/IR,2204,800000.0,VM,2026-10-15,TDBK_BCCU_REG_IMC_CSA,PB,,SIMM,6394.29,0.01679071,DARWIN,Swaption,,2204:REG_VM|7827:REG_IMC,,2026-06-03
20167770,,2025-10-21,2026-10-01,2030-07-11,TDBK,BANK OF NOVA SCOTIA,104.73,Sell,Put,131000000.0,GBP,,,USD,2026-07-01,FX/IR,K9768,100000.0,VM,2026-11-03,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,-7955.34,0.01351329,DARWIN,Swaption,,K9768:REG_VM|7051:REG_IMC,,2026-06-03
34372937,,2026-02-25,2025-03-25,2029-03-01,TDBK,BANCO HABITAT,,Buy,Put,20000000.0,EUR,,,USD,2026-07-01,FX/IR,1471,-200000.0,IM,2026-06-15,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,-2078.28,0.01185526,CALYPSOCPG,IR Swap,,1471:REG_VM|7779:REG_IMC,,2026-07-01
27137214,,2026-06-04,2024-01-15,2028-11-17,TDBK,CENTRAL 1 CREDIT UNION,92.79,Sell,,93000000.0,GBP,,,USD,2026-07-01,FX/IR,4491,200000.0,Net,2026-07-27,TDBK_BCCU_GENERAL_CSA,PB,,SIMM,8211.29,0.02495999,SOPHIS,Equity Swap,,4491:REG_VM|7980:REG_IMC,,2026-06-24
10988292,,2025-07-21,2024-11-14,2026-07-24,TDBK,MORGAN STANLEY INTL,104.03,Sell,Put,236000000.0,EUR,,,USD,2026-07-01,FX/IR,8185,1400000.0,VM,2026-03-12,TDBK_MSIL_GENERAL_CSA,PB,RATES,SIMM,-5375.7,0.01698677,SOPHIS,Equity Swap,,8185:REG_VM|7368:REG_IMC,,2026-06-03
66207284,,2025-12-02,2025-05-07,2026-06-14,TDBK,MORGAN STANLEY INTL,94.75,Sell,,275000000.0,USD,,,USD,2026-07-01,FX/IR,A6947,800000.0,VM,2026-02-26,TDBK_MSIL_REG_VM_CSA,PB,RATES,SIMM,2285.64,,CALYPSOCPG,IR Swap,,A6947:REG_VM|7308:REG_IMC,,2026-06-24
48833787,,2026-03-22,2026-09-08,2028-11-02,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,485000000.0,EUR,,,USD,2026-07-01,FX/IR,A6767,700000.0,VM,2026-12-26,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,8569.87,0.01408041,DARWIN,Swaption,,A6767:REG_VM|7507:REG_IMC,,2026-06-03
94494113,,2026-06-02,2024-11-28,2028-02-12,TDBK,CENTRAL 1 CREDIT UNION,,Buy,Put,327000000.0,CAD,,,USD,2026-07-01,FX/IR,5646,500000.0,VM,2026-07-03,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,5985.02,0.02442492,MUREXFXO,FX Option,,5646:REG_VM|7612:REG_IMC,,2026-06-17
60222436,,2024-02-21,2025-07-19,2031-07-09,TDBK,CENTRAL 1 CREDIT UNION,92.04,Sell,Put,493000000.0,GBP,,,USD,2026-07-01,FX/IR,0520,200000.0,IM,2026-06-01,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,4051.29,0.04838452,MUREXFXO,FX Option,,0520:REG_VM|7138:REG_IMC,,2026-06-17
82861091,,2024-08-18,2025-12-21,2030-06-15,TDBK,BIMCOR INC,,Buy,Put,46000000.0,EUR,,,USD,2026-07-01,FX/IR,A3322,-100000.0,Net,2026-01-09,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,-5127.58,0.02862997,CALYPSOCPG,Credit Default Swap,,A3322:REG_VM|7460:REG_IMC,,2026-06-10
23591742,,2025-01-08,2026-09-01,2028-08-04,TDBK,DEUTSCHE BANK A.G.,96.65,Buy,,269000000.0,USD,,,USD,2026-07-01,FX/IR,0158,1400000.0,IM,2026-07-07,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-3206.99,0.02433049,MUREXFXO,FX Option,,0158:REG_VM|7014:REG_IMC,,2026-06-03
35294682,,2024-07-28,2024-12-12,2031-11-10,TDBK,CITIBANK NA,,Sell,Put,38000000.0,GBP,,,USD,2026-07-01,FX/IR,8355,-100000.0,VM,2026-03-03,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,7377.99,0.03100892,CALYPSOCPG,IR Swap,,8355:REG_VM|7583:REG_IMC,,2026-06-10
53346470,,2026-11-28,2026-10-22,2031-08-22,TDBK,INVESTEC BANK LIMITED,91.67,Buy,,293000000.0,USD,,,USD,2026-07-01,FX/IR,6568,-300000.0,VM,2026-11-25,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,3618.47,0.01439099,DARWIN,Swaption,,6568:REG_VM|7432:REG_IMC,,2026-06-17
68945759,,2025-09-16,2025-11-03,2030-02-09,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Sell,Call,264000000.0,EUR,,,USD,2026-07-01,FX/IR,2729,-300000.0,IM,2026-03-03,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-4042.22,0.00172997,CALYPSOCPG,IR Swap,,2729:REG_VM|7630:REG_IMC,,2026-06-03
33893735,,2025-12-19,2024-05-19,2031-08-18,TDBK,DEUTSCHE BANK A.G.,101.49,Buy,Put,76000000.0,GBP,,,USD,2026-07-01,FX/IR,K2119,500000.0,Net,2026-09-12,,PB,RATES,SIMM,-2371.4,0.04541009,CALYPSOCPG,IR Swap,,K2119:REG_VM|7313:REG_IMC,,2026-06-10
50514539,,2024-09-05,2025-10-17,2026-04-12,TDBK,BANK OF NOVA SCOTIA,105.66,Sell,Call,441000000.0,CAD,,,USD,2026-07-01,FX/IR,0209,1900000.0,Net,2026-01-08,TDBK_BNSC_REG_IMC_CSA,PB,RATES,,-1732.52,0.03212977,DARWIN,Swaption,,0209:REG_VM|7595:REG_IMC,,2026-06-17
89364942,,2025-03-28,2025-03-06,2031-10-22,TDBK,DEUTSCHE BANK A.G.,,Sell,,128000000.0,GBP,,,USD,2026-07-01,FX/IR,0316,-400000.0,VM,2026-10-26,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-2086.51,0.02142184,CALYPSOCPG,IR Swap,,0316:REG_VM|7240:REG_IMC,,2026-06-10
47866432,,2026-01-14,2024-09-04,2030-04-23,TDBK,DEUTSCHE BANK A.G.,,Sell,,252000000.0,CAD,,,USD,2026-07-01,FX/IR,1993,800000.0,VM,2026-08-14,,PB,,SIMM,9383.89,0.01817421,MUREXFXO,FX Option,,1993:REG_VM|7479:REG_IMC,,2026-06-17
86636597,,2025-01-13,2026-05-10,2029-08-18,TDBK,CITIBANK NA,,Buy,,53000000.0,CAD,,,USD,2026-07-01,FX/IR,3001,800000.0,VM,2026-11-26,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,2343.61,0.04674471,SOPHIS,Equity Swap,,3001:REG_VM|7254:REG_IMC,,2026-07-01
31606723,,2025-07-28,2024-12-08,2031-10-26,TDBK,BIMCOR INC,,Sell,Put,239000000.0,CAD,,,USD,2026-07-01,FX/IR,9133,1900000.0,IM,2026-10-28,TDBK_BIMC_REG_VM_CSA,,RATES,SIMM,1117.93,0.03097618,CALYPSOCPG,IR Swap,,9133:REG_VM|7930:REG_IMC,,2026-06-03
85587341,,2025-10-09,2025-03-21,2030-12-04,TDBK,DEUTSCHE BANK A.G.,,Buy,,294000000.0,GBP,,,USD,2026-07-01,FX/IR,A5215,1800000.0,VM,2026-08-02,,PB,RATES,SIMM,3913.25,0.04623669,DARWIN,Swaption,,A5215:REG_VM|7902:REG_IMC,,2026-06-17
51307185,,2025-05-18,2026-07-02,2030-09-20,TDBK,CENTRAL 1 CREDIT UNION,,Sell,,288000000.0,USD,,,USD,2026-07-01,FX/IR,2179,600000.0,IM,2026-10-04,TDBK_BCCU_REG_VM_CSA,PB,RATES,SIMM,6541.99,0.04005285,DARWIN,Swaption,,2179:REG_VM|7751:REG_IMC,,2026-06-03
57358479,,2026-11-09,2024-06-12,2026-06-08,TDBK,SWISS LIFE AG,,Buy,Put,449000000.0,USD,,,USD,2026-07-01,FX/IR,0477,1200000.0,IM,2026-04-19,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,-5412.82,0.02261673,DARWIN,Swaption,,0477:REG_VM|7149:REG_IMC,,2026-06-17
20660200,,2024-06-02,2026-06-04,2029-01-18,TDBK,BANCO HABITAT,107.73,Sell,,40000000.0,USD,,,USD,2026-07-01,FX/IR,0651,700000.0,Net,2026-02-16,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,3982.46,0.0200218,MUREXFXO,FX Option,,0651:REG_VM|7724:REG_IMC,,2026-06-03
20929185,,2026-01-08,2026-03-13,2030-01-02,TDBK,DEUTSCHE BANK A.G.,,Buy,,434000000.0,CAD,,,USD,2026-07-01,FX/IR,K2119,1200000.0,Net,2026-06-27,TDBK_DBFR_REG_VM_CSA,PB,RATES,SIMM,-6606.38,0.01411539,CALYPSOCPG,Credit Default Swap,,K2119:REG_VM|7173:REG_IMC,,2026-07-01
11038635,,2025-10-02,2026-05-14,2027-06-17,TDBK,SWISS LIFE AG,,Sell,,279000000.0,USD,,,USD,2026-07-01,,0663,600000.0,IM,2026-11-16,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,9733.58,0.03437321,SOPHIS,Equity Swap,,0663:REG_VM|7688:REG_IMC,,2026-06-24
63461918,,2024-07-23,2026-07-08,2031-09-07,TDBK,CITIBANK NA,92.71,Sell,,186000000.0,CAD,,,USD,2026-07-01,FX/IR,0866,700000.0,Net,2026-03-22,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,5022.51,0.04609783,SOPHIS,Equity Swap,,0866:REG_VM|7990:REG_IMC,,2026-06-24
29672441,,2026-05-01,2024-04-11,2029-09-28,TDBK,BANCO HABITAT,,Sell,Call,44000000.0,GBP,,,USD,2026-07-01,FX/IR,0118,500000.0,Net,2026-05-28,TDBK_BANH_GENERAL_CSA,PB,,,-953.06,0.03955739,CALYPSOCPG,Credit Default Swap,,0118:REG_VM|7708:REG_IMC,,2026-07-01
83697898,,2025-11-12,2025-11-10,2026-07-23,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Sell,Put,462000000.0,CAD,,,USD,2026-07-01,FX/IR,7611,300000.0,IM,2026-05-06,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,-4053.87,0.00528944,MUREXFXO,FX Option,,7611:REG_VM|7971:REG_IMC,,2026-06-10
85013723,,2025-10-25,2025-04-20,2031-12-25,TDBK,CENTRAL 1 CREDIT UNION,90.04,Buy,Put,361000000.0,GBP,,,USD,2026-07-01,FX/IR,A4899,800000.0,IM,2026-03-01,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,-209.77,0.02277548,DARWIN,Swaption,,A4899:REG_VM|7897:REG_IMC,,2026-06-10
54502367,,2025-10-16,2026-12-26,2027-12-08,TDBK,CENTRAL 1 CREDIT UNION,99.21,Sell,,250000000.0,GBP,,,USD,2026-07-01,FX/IR,1302,-400000.0,Net,2026-08-02,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,2602.2,0.00948353,CALYPSOCPG,IR Swap,,1302:REG_VM|7432:REG_IMC,,2026-07-01
38355770,,2025-10-15,2025-06-27,2031-11-24,TDBK,MORGAN STANLEY INTL,,Buy,,328000000.0,CAD,,,USD,2026-07-01,FX/IR,K713,100000.0,Net,2026-09-05,TDBK_MSIL_GENERAL_CSA,PB,RATES,SIMM,864.02,0.01849319,CALYPSOCPG,Credit Default Swap,,K713:REG_VM|7632:REG_IMC,,2026-06-03
97913173,,2026-05-11,2026-11-20,2029-02-20,TDBK,BANK OF NOVA SCOTIA,92.46,Buy,Call,317000000.0,EUR,,,USD,2026-07-01,FX/IR,A2412,500000.0,IM,2026-01-10,TDBK_BNSC_REG_VM_CSA,PB,,SIMM,339.68,,SOPHIS,Equity Swap,,A2412:REG_VM|7628:REG_IMC,,2026-06-10
25342203,,2026-01-23,2025-06-08,2027-05-09,TDBK,MORGAN STANLEY INTL,108.62,Buy,Put,219000000.0,CAD,,,USD,2026-07-01,FX/IR,A7132,600000.0,VM,2026-12-11,TDBK_MSIL_REG_VM_CSA,PB,RATES,SIMM,,0.00755438,CALYPSOCPG,IR Swap,,A7132:REG_VM|7187:REG_IMC,,2026-07-01
81656054,,2026-08-16,2025-09-24,2029-11-20,TDBK,DEUTSCHE BANK A.G.,106.42,Sell,,471000000.0,CAD,,,USD,2026-07-01,FX/IR,0844,-300000.0,Net,2026-03-28,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,7549.18,0.00216908,CALYPSOCPG,Credit Default Swap,,0844:REG_VM|7654:REG_IMC,,2026-06-10
10984122,,2024-02-01,2025-05-12,2031-12-21,TDBK,BANK OF NOVA SCOTIA,93.24,Sell,,192000000.0,EUR,,,USD,2026-07-01,FX/IR,4918,800000.0,VM,2026-11-16,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-346.81,0.00520889,MUREXFXO,FX Option,,4918:REG_VM|7252:REG_IMC,,2026-06-10
59589269,,2025-12-11,2024-03-21,2026-02-13,TDBK,SWISS LIFE AG,94.68,Sell,,329000000.0,USD,,,USD,2026-07-01,FX/IR,0726,1200000.0,IM,2026-06-11,TDBK_SWCD_GENERAL_CSA,PB,RATES,,-51.1,0.0089539,CALYPSOCPG,IR Swap,,0726:REG_VM|7042:REG_IMC,,2026-06-24
32212739,,2026-09-17,2025-08-28,2027-03-27,TDBK,DEUTSCHE BANK A.G.,,Sell,,243000000.0,EUR,,,USD,2026-07-01,FX/IR,3651,1000000.0,Net,2026-11-20,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,8958.89,0.01611305,CALYPSOCPG,IR Swap,,3651:REG_VM|7518:REG_IMC,,2026-07-01
10844199,,2024-11-05,2026-07-26,2030-02-08,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,105.41,Sell,,210000000.0,USD,,,USD,2026-07-01,FX/IR,2642,600000.0,IM,2026-09-07,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,4222.71,0.01852994,CALYPSOCPG,IR Swap,,2642:REG_VM|7049:REG_IMC,,2026-06-24
71976540,,2025-11-11,2024-10-25,2029-07-18,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,96.73,Buy,,226000000.0,USD,,,USD,2026-07-01,FX/IR,4894,-100000.0,IM,2026-08-12,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,,0.00667831,CALYPSOCPG,IR Swap,,4894:REG_VM|7366:REG_IMC,,2026-06-17
14519488,,2025-07-17,2024-02-13,2027-07-12,TDBK,DEUTSCHE BANK A.G.,90.03,Sell,Put,304000000.0,CAD,,,USD,2026-07-01,FX/IR,0691,0.0,Net,2026-08-15,TDBK_DBFR_REG_IMC_CSA,,RATES,SIMM,3072.28,0.02904288,CALYPSOCPG,Credit Default Swap,,0691:REG_VM|7321:REG_IMC,,2026-07-01
88464419,,2024-12-03,2025-11-13,2030-01-23,TDBK,SWISS LIFE AG,100.97,Buy,Put,131000000.0,CAD,,,USD,2026-07-01,FX/IR,K9698,1000000.0,IM,2026-09-05,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,2609.66,0.01662435,CALYPSOCPG,IR Swap,,K9698:REG_VM|7402:REG_IMC,,2026-06-24
25164920,,2026-08-04,2025-12-01,2030-06-15,TDBK,BANCO HABITAT,91.71,Sell,Call,176000000.0,CAD,,,USD,2026-07-01,FX/IR,6206,1300000.0,VM,2026-06-12,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,-3248.41,0.04459588,CALYPSOCPG,IR Swap,,6206:REG_VM|7614:REG_IMC,,2026-07-01
40932056,,2024-05-25,2025-11-18,2030-09-08,TDBK,INVESTEC BANK LIMITED,107.73,Buy,Call,123000000.0,EUR,,,USD,2026-07-01,FX/IR,4542,-100000.0,Net,2026-07-23,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,9382.16,0.04602466,CALYPSOCPG,IR Swap,,4542:REG_VM|7655:REG_IMC,,2026-07-01
86631327,,2024-10-16,2024-10-03,2027-03-24,TDBK,BANCO HABITAT,94.05,Sell,,296000000.0,GBP,,,USD,2026-07-01,FX/IR,K2046,1700000.0,IM,2026-02-17,TDGF_XXXX_GENERAL_CSA,PB,,SIMM,,0.00152619,CALYPSOCPG,IR Swap,,K2046:REG_VM|7674:REG_IMC,,2026-06-03
40793735,,2025-12-25,2025-01-09,2026-01-26,TDBK,BANK OF NOVA SCOTIA,,Sell,,158000000.0,CAD,,,USD,2026-07-01,,8907,800000.0,IM,2026-08-17,TDBK_BNSC_REG_IMC_CSA,PB,RATES,SIMM,4970.14,,CALYPSOCPG,IR Swap,,8907:REG_VM|7629:REG_IMC,,2026-07-01
76510276,,2025-03-22,2026-06-27,2026-11-01,TDBK,BANCO HABITAT,,Sell,Call,136000000.0,EUR,,,USD,2026-07-01,FX/IR,9310,-200000.0,Net,2026-12-08,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,855.04,0.0470008,CALYPSOCPG,IR Swap,,9310:REG_VM|7637:REG_IMC,,2026-07-01
43270078,,2024-09-10,2026-04-18,2026-02-27,TDBK,CENTRAL 1 CREDIT UNION,104.33,Sell,,161000000.0,CAD,,,USD,2026-07-01,FX/IR,5764,-300000.0,IM,2026-02-07,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,-4396.7,0.04307636,DARWIN,Swaption,,5764:REG_VM|7950:REG_IMC,,2026-06-17
28713365,,2026-10-17,2024-02-16,2030-08-07,TDBK,INVESTEC BANK LIMITED,,Sell,,400000000.0,EUR,,,USD,2026-07-01,,K7652,1700000.0,Net,2026-10-02,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,9836.41,0.04283571,CALYPSOCPG,IR Swap,,K7652:REG_VM|7042:REG_IMC,,2026-06-03
78233015,,2025-08-02,2024-06-11,2027-07-28,TDBK,SWISS LIFE AG,,Buy,Call,458000000.0,EUR,,,USD,2026-07-01,FX/IR,9122,-100000.0,VM,2026-02-07,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,,0.01275638,CALYPSOCPG,IR Swap,,9122:REG_VM|7745:REG_IMC,,2026-06-24
80462752,,2025-02-25,2024-10-28,2029-07-05,TDBK,BANK OF NOVA SCOTIA,,Buy,,123000000.0,USD,,,USD,2026-07-01,FX/IR,0157,1300000.0,IM,2026-05-16,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-5111.41,0.0410668,CALYPSOCPG,Credit Default Swap,,0157:REG_VM|7252:REG_IMC,,2026-06-10
29817941,,2026-03-10,2024-12-18,2028-11-07,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,106.38,Sell,Call,391000000.0,CAD,,,USD,2026-07-01,FX/IR,K8151,1000000.0,Net,2026-10-13,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,-3775.02,0.02856437,MUREXFXO,FX Option,,K8151:REG_VM|7250:REG_IMC,,2026-07-01
59661391,,2026-01-12,2024-05-14,2029-04-12,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,93.65,Sell,Call,283000000.0,CAD,,,USD,2026-07-01,FX/IR,0436,1300000.0,IM,2026-05-11,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-1879.8,0.04436885,CALYPSOCPG,IR Swap,,0436:REG_VM|7319:REG_IMC,,2026-06-17
99700157,,2024-05-23,2026-08-07,2029-03-11,TDBK,CENTRAL 1 CREDIT UNION,96.26,Sell,Call,344000000.0,GBP,,,USD,2026-07-01,FX/IR,4668,1000000.0,IM,2026-05-01,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,-5474.13,0.04369504,MUREXFXO,FX Option,,4668:REG_VM|7697:REG_IMC,,2026-06-24
56119698,,2026-04-23,2024-12-20,2028-07-02,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,109.7,Sell,Put,189000000.0,EUR,,,USD,2026-07-01,FX/IR,7040,500000.0,VM,2026-05-11,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,-1618.38,0.01946986,MUREXFXO,FX Option,,7040:REG_VM|7638:REG_IMC,,2026-07-01
91394385,,2025-02-20,2024-12-18,2030-11-07,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Sell,Call,333000000.0,USD,,,USD,2026-07-01,FX/IR,0523,-300000.0,Net,2026-10-28,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-4150.3,0.0033681,CALYPSOCPG,IR Swap,,0523:REG_VM|7171:REG_IMC,,2026-06-10
47978662,,2026-10-19,2024-02-05,2028-05-23,TDBK,CITIBANK NA,,Sell,Call,343000000.0,EUR,,,USD,2026-07-01,FX/IR,9405,1300000.0,Net,2026-02-17,,PB,RATES,SIMM,-9690.75,0.04444445,CALYPSOCPG,IR Swap,,9405:REG_VM|7627:REG_IMC,,2026-06-03
55669545,,2024-08-12,2026-10-05,2030-05-12,TDBK,BANK OF NOVA SCOTIA,91.78,Sell,,314000000.0,CAD,,,USD,2026-07-01,FX/IR,4918,900000.0,IM,2026-09-23,TDBK_BNSC_GENERAL_CSA,PB,,SIMM,-3575.86,0.03212432,CALYPSOCPG,IR Swap,,4918:REG_VM|7285:REG_IMC,,2026-07-01
25854010,,2024-01-01,2024-09-26,2028-08-02,TDBK,BANCO HABITAT,,Buy,,37000000.0,EUR,,,USD,2026-07-01,FX/IR,3319,-400000.0,Net,2026-12-20,TDBK_BANH_REG_IMC_CSA,PB,RATES,SIMM,-9558.61,0.04519953,CALYPSOCPG,IR Swap,,3319:REG_VM|7500:REG_IMC,,2026-06-24
40595850,,2025-10-17,2025-01-07,2028-12-03,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,101.95,Buy,,271000000.0,EUR,,,USD,2026-07-01,FX/IR,0118,1500000.0,IM,2026-02-02,TDBK_WH17_GENERAL_CSA,PB,RATES,,9838.05,0.01573929,CALYPSOCPG,Credit Default Swap,,0118:REG_VM|7135:REG_IMC,,2026-06-17
10083370,,2024-05-17,2024-04-13,2031-05-13,TDBK,CENTRAL 1 CREDIT UNION,,Buy,,498000000.0,USD,,,USD,2026-07-01,FX/IR,K3366,1400000.0,Net,2026-11-16,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,5835.43,,MUREXFXO,FX Option,,K3366:REG_VM|7816:REG_IMC,,2026-07-01
62108511,,2026-11-02,2024-08-28,2030-11-25,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,52000000.0,CAD,,,USD,2026-07-01,FX/IR,0490,1200000.0,Net,2026-03-14,TDBK_WH17_REG_VM_CSA,,RATES,SIMM,-5528.08,0.0263491,DARWIN,Swaption,,0490:REG_VM|7986:REG_IMC,,2026-07-01
